Obs	SALARIO_BASE	GASTO_EN_SAL
47427	" $16,113.38 "	 $22.23 
47428	" $15,649.83 "	 $20.38 
47429	" $30,091.33 "	 $27.40 
47430	" $11,834.18 "	 $34.20 
47431	" $35,167.78 "	 $26.80 
47432	" $20,359.17 "	 $26.05 
47433	" $30,858.99 "	 $24.03 
47434	" $23,789.95 "	 $22.06 
47435	" $28,394.54 "	 $29.12 
47436	" $43,688.16 "	 $20.30 
47437	" $35,542.55 "	 $22.67 
47438	" $23,860.27 "	 $28.14 
47439	" $15,522.65 "	 $27.37 
47440	" $22,829.57 "	 $25.28 
47441	" $25,763.67 "	 $17.67 
47442	" $24,874.10 "	 $21.18 
47443	" $16,018.16 "	 $29.28 
47444	" $27,352.18 "	 $23.91 
47445	" $18,824.98 "	 $20.72 
47446	" $42,334.08 "	 $33.40 
47447	" $23,316.88 "	 $27.42 
47448	" $38,632.89 "	 $28.73 
47449	" $42,601.59 "	 $21.43 
47450	" $39,910.42 "	 $24.08 
47451	" $37,546.84 "	 $36.08 
47452	" $24,475.67 "	 $28.06 
47453	" $46,539.79 "	 $29.83 
47454	" $49,150.40 "	 $22.57 
47455	" $35,354.68 "	 $42.00 
47456	" $33,992.85 "	 $28.27 
47457	" $17,449.14 "	 $17.62 
47458	" $24,032.59 "	 $20.32 
47459	" $31,441.74 "	 $22.60 
47460	" $24,017.29 "	 $32.49 
47461	" $19,358.32 "	 $22.76 
47462	" $12,828.11 "	 $17.56 
47463	" $26,684.90 "	 $27.76 
47464	" $8,781.27 "	 $23.29 
47465	" $16,268.67 "	 $25.94 
47466	" $33,096.83 "	 $22.21 
47467	" $40,547.92 "	 $22.24 
47468	" $26,732.69 "	 $33.19 
47469	" $44,940.86 "	 $19.76 
47470	" $32,355.52 "	 $11.85 
47471	" $40,999.73 "	 $22.15 
47472	" $19,566.16 "	 $22.48 
47473	" $11,995.46 "	 $15.24 
47474	" $14,384.24 "	 $24.89 
47475	" $31,460.88 "	 $17.00 
47476	" $29,464.93 "	 $22.69 
47477	" $36,729.21 "	 $21.83 
47478	" $45,113.42 "	 $21.56 
47479	" $23,638.92 "	 $25.08 
47480	" $19,527.23 "	 $28.24 
47481	" $16,628.92 "	 $27.47 
47482	" $30,602.77 "	 $28.10 
47483	" $40,775.04 "	 $14.94 
47484	" $24,794.12 "	 $23.60 
47485	" $23,018.76 "	 $26.45 
47486	" $19,026.68 "	 $30.46 
47487	" $37,150.23 "	 $25.19 
47488	" $24,050.22 "	 $21.80 
47489	" $31,220.36 "	 $20.54 
47490	" $26,282.09 "	 $25.98 
47491	" $58,699.39 "	 $26.13 
47492	" $32,083.63 "	 $31.39 
47493	" $15,544.00 "	 $26.13 
47494	" $19,264.09 "	 $24.93 
47495	" $26,628.57 "	 $17.99 
47496	" $15,361.46 "	 $34.05 
47497	" $13,418.02 "	 $18.90 
47498	" $13,830.40 "	 $25.50 
47499	" $35,571.57 "	 $30.06 
47500	" $31,595.98 "	 $28.72 
47501	" $38,761.57 "	 $24.01 
47502	" $18,699.70 "	 $29.21 
47503	" $18,126.77 "	 $32.56 
47504	" $29,421.50 "	 $28.04 
47505	" $18,071.46 "	 $22.98 
47506	" $16,178.70 "	 $24.21 
47507	" $30,143.31 "	 $17.87 
47508	" $32,766.70 "	 $15.59 
47509	" $36,918.63 "	 $14.83 
47510	" $19,495.81 "	 $24.24 
47511	" $36,549.26 "	 $11.27 
47512	" $24,446.72 "	 $26.22 
47513	" $28,659.43 "	 $30.23 
47514	" $29,935.20 "	 $21.45 
47515	" $26,293.62 "	 $21.43 
47516	" $40,886.56 "	 $14.00 
47517	" $48,784.51 "	 $15.73 
47518	" $51,669.69 "	 $20.28 
47519	" $52,756.25 "	 $20.27 
47520	" $14,367.64 "	 $33.22 
47521	" $20,708.52 "	 $22.20 
47522	" $23,996.81 "	 $26.85 
47523	" $33,164.85 "	 $28.51 
47524	" $31,464.38 "	 $32.78 
47525	" $36,178.17 "	 $21.33 
47526	" $34,053.04 "	 $25.05 
47527	" $34,031.70 "	 $16.08 
47528	" $20,966.48 "	 $28.13 
47529	" $14,006.03 "	 $21.60 
47530	" $36,039.92 "	 $28.43 
47531	" $51,813.70 "	 $15.76 
47532	" $24,512.50 "	 $26.83 
47533	" $35,034.70 "	 $31.73 
47534	" $26,503.49 "	 $22.05 
47535	" $34,718.76 "	 $16.35 
47536	" $63,296.41 "	 $24.01 
47537	" $19,037.01 "	 $33.03 
47538	" $15,760.88 "	 $27.75 
47539	" $15,008.21 "	 $22.40 
47540	" $23,830.28 "	 $25.28 
47541	" $46,384.08 "	 $29.05 
47542	" $23,322.23 "	 $27.73 
47543	" $29,065.40 "	 $29.36 
47544	" $25,495.27 "	 $20.59 
47545	" $40,685.94 "	 $33.43 
47546	" $40,964.25 "	 $33.32 
47547	" $23,361.40 "	 $24.28 
47548	" $26,589.97 "	 $38.80 
47549	" $37,042.56 "	 $22.27 
47550	" $20,082.70 "	 $29.77 
47551	" $16,561.51 "	 $20.78 
47552	" $19,553.12 "	 $31.41 
47553	" $64,434.02 "	 $29.81 
47554	" $32,265.12 "	 $35.15 
47555	" $27,066.25 "	 $28.36 
47556	" $38,767.72 "	 $30.01 
47557	" $24,623.48 "	 $32.66 
47558	" $22,181.71 "	 $28.55 
47559	" $39,589.80 "	 $30.59 
47560	" $15,457.67 "	 $23.96 
47561	" $10,031.03 "	 $23.15 
47562	" $38,269.23 "	 $27.32 
47563	" $19,962.15 "	 $30.96 
47564	" $18,706.26 "	 $22.13 
47565	" $19,098.93 "	 $33.75 
47566	" $17,172.73 "	 $25.63 
47567	" $32,978.44 "	 $18.88 
47568	" $19,504.57 "	 $22.24 
47569	" $28,604.38 "	 $24.37 
47570	" $51,455.69 "	 $22.93 
47571	" $23,449.52 "	 $24.43 
47572	" $13,957.49 "	 $26.80 
47573	" $24,037.26 "	 $20.99 
47574	" $23,921.28 "	 $15.41 
47575	" $34,874.81 "	 $23.06 
47576	" $37,677.84 "	 $23.83 
47577	" $19,578.77 "	 $19.15 
47578	" $22,774.57 "	 $24.53 
47579	" $22,225.57 "	 $32.35 
47580	" $31,570.15 "	 $23.70 
47581	" $22,537.02 "	 $28.79 
47582	" $38,450.43 "	 $20.82 
47583	" $20,764.28 "	 $23.45 
47584	" $31,914.67 "	 $22.38 
47585	" $20,720.19 "	 $14.83 
47586	" $19,138.92 "	 $29.50 
47587	" $46,268.97 "	 $35.00 
47588	" $28,305.06 "	 $21.62 
47589	" $43,434.11 "	 $27.94 
47590	" $31,128.85 "	 $27.19 
47591	" $29,996.67 "	 $13.12 
47592	" $24,600.42 "	 $24.95 
47593	" $17,283.99 "	 $22.95 
47594	" $40,107.36 "	 $23.77 
47595	" $43,816.58 "	 $30.94 
47596	" $16,512.27 "	 $29.98 
47597	" $40,526.79 "	 $28.40 
47598	" $52,983.31 "	 $25.44 
47599	" $31,059.47 "	 $31.88 
47600	" $58,979.18 "	 $19.01 
47601	" $23,120.32 "	 $26.23 
47602	" $41,487.15 "	 $19.98 
47603	" $25,094.35 "	 $30.09 
47604	" $15,077.26 "	 $17.90 
47605	" $20,015.60 "	 $19.77 
47606	" $27,085.56 "	 $20.49 
47607	" $42,835.19 "	 $28.74 
47608	" $26,191.91 "	 $20.68 
47609	" $17,231.25 "	 $20.05 
47610	" $40,183.75 "	 $24.18 
47611	" $35,539.93 "	 $24.34 
47612	" $26,941.66 "	 $33.89 
47613	" $13,987.13 "	 $29.01 
47614	" $45,155.70 "	 $28.16 
47615	" $17,868.47 "	 $24.92 
47616	" $45,807.45 "	 $19.71 
47617	" $16,276.99 "	 $30.87 
47618	" $28,453.64 "	 $24.80 
47619	" $61,235.49 "	 $26.37 
47620	" $22,521.71 "	 $30.76 
47621	" $14,932.81 "	 $29.90 
47622	" $16,476.04 "	 $24.78 
47623	" $24,063.14 "	 $26.33 
47624	" $35,520.20 "	 $29.83 
47625	" $27,501.35 "	 $24.88 
47626	" $20,165.47 "	 $28.76 
47627	" $44,768.85 "	 $30.27 
47628	" $37,680.66 "	 $21.09 
47629	" $22,669.09 "	 $21.33 
47630	" $46,168.54 "	 $26.05 
47631	" $30,703.68 "	 $18.97 
47632	" $26,100.33 "	 $31.27 
47633	" $38,027.63 "	 $32.82 
47634	" $26,636.03 "	 $27.02 
47635	" $22,709.86 "	 $25.89 
47636	" $14,077.30 "	 $28.50 
47637	" $24,170.52 "	 $25.73 
47638	" $37,543.31 "	 $21.58 
47639	" $49,173.49 "	 $23.24 
47640	" $43,583.49 "	 $29.25 
47641	" $29,603.74 "	 $18.62 
47642	" $41,644.70 "	 $29.92 
47643	" $23,345.22 "	 $28.41 
47644	" $54,240.39 "	 $9.80 
47645	" $53,870.78 "	 $30.22 
47646	" $33,264.77 "	 $29.21 
47647	" $23,588.88 "	 $31.97 
47648	" $28,688.16 "	 $21.37 
47649	" $31,048.06 "	 $24.26 
47650	" $40,897.58 "	 $28.46 
47651	" $34,922.14 "	 $33.83 
47652	" $20,774.53 "	 $33.69 
47653	" $35,378.95 "	 $31.38 
47654	" $18,410.27 "	 $29.04 
47655	" $38,727.26 "	 $16.18 
47656	" $38,028.41 "	 $16.38 
47657	" $28,491.33 "	 $20.14 
47658	" $63,428.88 "	 $31.53 
47659	" $17,156.42 "	 $25.24 
47660	" $21,314.19 "	 $17.80 
47661	" $24,069.96 "	 $26.72 
47662	" $26,212.90 "	 $23.90 
47663	" $34,356.39 "	 $26.26 
47664	" $50,790.03 "	 $29.31 
47665	" $16,388.64 "	 $24.06 
47666	" $30,064.88 "	 $33.72 
47667	" $36,510.81 "	 $25.33 
47668	" $13,880.54 "	 $26.28 
47669	" $20,029.03 "	 $20.52 
47670	" $12,028.22 "	 $33.48 
47671	" $51,927.66 "	 $26.81 
47672	" $27,489.91 "	 $33.11 
47673	" $37,109.70 "	 $23.12 
47674	" $55,017.72 "	 $26.71 
47675	" $38,185.34 "	 $26.66 
47676	" $25,546.40 "	 $27.79 
47677	" $38,701.26 "	 $19.71 
47678	" $40,407.35 "	 $29.53 
47679	" $30,719.21 "	 $26.71 
47680	" $34,715.61 "	 $22.61 
47681	" $24,759.95 "	 $29.61 
47682	" $13,847.76 "	 $24.96 
47683	" $20,764.72 "	 $26.12 
47684	" $18,924.88 "	 $21.94 
47685	" $25,609.75 "	 $22.82 
47686	" $22,389.64 "	 $25.42 
47687	" $33,260.97 "	 $21.29 
47688	" $25,177.63 "	 $19.82 
47689	" $31,225.60 "	 $34.05 
47690	" $31,345.87 "	 $30.37 
47691	" $53,031.33 "	 $21.64 
47692	" $25,694.63 "	 $24.76 
47693	" $29,022.50 "	 $22.51 
47694	" $34,082.39 "	 $21.80 
47695	" $35,478.87 "	 $21.23 
47696	" $19,291.49 "	 $24.03 
47697	" $26,380.54 "	 $23.13 
47698	" $36,361.93 "	 $29.87 
47699	" $37,564.82 "	 $24.52 
47700	" $28,299.94 "	 $20.70 
47701	" $25,108.32 "	 $31.29 
47702	" $38,986.86 "	 $22.51 
47703	" $30,182.19 "	 $25.41 
47704	" $33,279.44 "	 $27.05 
47705	" $31,248.35 "	 $24.29 
47706	" $25,250.14 "	 $21.64 
47707	" $12,824.33 "	 $17.57 
47708	" $15,257.94 "	 $25.15 
47709	" $18,131.62 "	 $22.96 
47710	" $23,612.61 "	 $32.26 
47711	" $23,673.12 "	 $31.17 
47712	" $19,893.79 "	 $29.02 
47713	" $32,964.53 "	 $21.09 
47714	" $32,203.54 "	 $19.35 
47715	" $11,836.29 "	 $20.74 
47716	" $18,705.56 "	 $31.67 
47717	" $34,431.04 "	 $27.66 
47718	" $39,832.82 "	 $22.79 
47719	" $20,968.66 "	 $22.65 
47720	" $20,122.50 "	 $32.91 
47721	" $23,206.38 "	 $31.09 
47722	" $37,963.42 "	 $24.58 
47723	" $19,488.11 "	 $20.89 
47724	" $34,257.09 "	 $20.29 
47725	" $25,182.78 "	 $27.33 
47726	" $75,913.33 "	 $32.90 
47727	" $26,053.10 "	 $31.84 
47728	" $26,434.38 "	 $24.79 
47729	" $10,602.73 "	 $35.58 
47730	" $27,518.30 "	 $16.29 
47731	" $22,765.23 "	 $27.20 
47732	" $40,449.30 "	 $27.99 
47733	" $20,005.33 "	 $22.65 
47734	" $21,330.00 "	 $27.31 
47735	" $31,854.48 "	 $25.17 
47736	" $13,989.37 "	 $29.59 
47737	" $30,932.10 "	 $29.78 
47738	" $16,916.37 "	 $19.63 
47739	" $19,278.19 "	 $28.04 
47740	" $25,181.82 "	 $34.12 
47741	" $27,211.79 "	 $29.98 
47742	" $20,910.67 "	 $34.75 
47743	" $13,480.13 "	 $23.43 
47744	" $25,030.48 "	 $34.14 
47745	" $21,120.46 "	 $16.88 
47746	" $28,157.92 "	 $35.03 
47747	" $15,466.11 "	 $17.31 
47748	" $16,958.39 "	 $25.54 
47749	" $27,338.38 "	 $22.35 
47750	" $23,504.31 "	 $20.69 
47751	" $18,008.37 "	 $30.46 
47752	" $28,767.51 "	 $22.60 
47753	" $32,699.36 "	 $29.96 
47754	" $24,724.31 "	 $23.53 
47755	" $23,641.00 "	 $20.20 
47756	" $28,132.95 "	 $22.07 
47757	" $29,896.26 "	 $34.63 
47758	" $17,258.63 "	 $30.67 
47759	" $22,987.96 "	 $19.10 
47760	" $23,011.77 "	 $28.72 
47761	" $38,998.03 "	 $19.34 
47762	" $13,493.03 "	 $25.13 
47763	" $35,513.32 "	 $23.17 
47764	" $19,778.95 "	 $31.32 
47765	" $15,571.05 "	 $26.46 
47766	" $33,117.98 "	 $30.56 
47767	" $22,388.43 "	 $21.77 
47768	" $34,237.18 "	 $23.63 
47769	" $56,838.97 "	 $29.56 
47770	" $41,434.24 "	 $19.29 
47771	" $16,346.72 "	 $36.27 
47772	" $18,871.78 "	 $25.41 
47773	" $22,861.45 "	 $22.71 
47774	" $25,509.65 "	 $24.76 
47775	" $39,240.83 "	 $24.57 
47776	" $26,714.10 "	 $28.02 
47777	" $27,633.69 "	 $26.40 
47778	" $26,337.90 "	 $39.87 
47779	" $21,166.96 "	 $20.78 
47780	" $26,274.93 "	 $23.60 
47781	" $30,958.32 "	 $30.20 
47782	" $33,589.93 "	 $32.62 
47783	" $27,246.62 "	 $28.41 
47784	" $25,132.85 "	 $18.59 
47785	" $66,815.31 "	 $19.92 
47786	" $37,277.21 "	 $24.63 
47787	" $31,037.88 "	 $20.53 
47788	" $14,559.07 "	 $24.45 
47789	" $27,163.85 "	 $20.05 
47790	" $49,387.10 "	 $26.05 
47791	" $14,024.81 "	 $22.40 
47792	" $28,368.35 "	 $25.17 
47793	" $23,785.65 "	 $29.26 
47794	" $25,127.27 "	 $40.28 
47795	" $17,831.07 "	 $33.94 
47796	" $11,297.53 "	 $28.91 
47797	" $29,019.22 "	 $17.08 
47798	" $31,976.59 "	 $31.23 
47799	" $30,273.62 "	 $31.20 
47800	" $25,639.33 "	 $34.38 
47801	" $27,851.49 "	 $35.25 
47802	" $29,846.48 "	 $25.70 
47803	" $29,696.37 "	 $24.06 
47804	" $13,167.92 "	 $23.21 
47805	" $24,642.29 "	 $28.39 
47806	" $20,738.51 "	 $22.93 
47807	" $30,342.33 "	 $20.80 
47808	" $42,418.49 "	 $28.31 
47809	" $19,120.55 "	 $21.59 
47810	" $39,891.54 "	 $25.72 
47811	" $41,718.27 "	 $22.27 
47812	" $27,774.22 "	 $23.80 
47813	" $12,646.45 "	 $13.57 
47814	" $55,681.52 "	 $31.63 
47815	" $17,901.49 "	 $23.68 
47816	" $18,841.86 "	 $21.19 
47817	" $29,986.39 "	 $20.19 
47818	" $34,355.97 "	 $21.65 
47819	" $14,081.53 "	 $27.28 
47820	" $30,082.99 "	 $25.02 
47821	" $13,630.58 "	 $27.19 
47822	" $35,743.57 "	 $27.88 
47823	" $33,064.78 "	 $32.57 
47824	" $22,564.93 "	 $22.23 
47825	" $21,570.87 "	 $21.77 
47826	" $53,954.67 "	 $25.11 
47827	" $25,753.22 "	 $31.29 
47828	" $31,605.74 "	 $32.50 
47829	" $19,785.64 "	 $24.20 
47830	" $29,934.38 "	 $26.34 
47831	" $20,827.00 "	 $19.49 
47832	" $24,808.06 "	 $21.27 
47833	" $20,243.91 "	 $18.44 
47834	" $21,231.39 "	 $21.93 
47835	" $22,234.54 "	 $21.66 
47836	" $23,762.57 "	 $26.64 
47837	" $19,045.43 "	 $24.20 
47838	" $28,675.68 "	 $31.68 
47839	" $16,387.62 "	 $24.81 
47840	" $26,233.18 "	 $18.67 
47841	" $53,019.95 "	 $29.94 
47842	" $25,115.97 "	 $24.00 
47843	" $30,473.94 "	 $26.03 
47844	" $29,883.27 "	 $15.15 
47845	" $18,164.41 "	 $24.41 
47846	" $31,998.78 "	 $27.50 
47847	" $37,594.65 "	 $22.95 
47848	" $21,095.32 "	 $14.90 
47849	" $19,863.68 "	 $26.52 
47850	" $20,571.46 "	 $24.75 
47851	" $20,247.65 "	 $24.11 
47852	" $57,581.29 "	 $26.16 
47853	" $22,007.88 "	 $23.45 
47854	" $31,864.12 "	 $23.62 
47855	" $35,100.80 "	 $27.78 
47856	" $32,663.65 "	 $23.03 
47857	" $17,298.95 "	 $23.38 
47858	" $11,767.28 "	 $29.91 
47859	" $25,389.02 "	 $25.03 
47860	" $21,531.64 "	 $29.25 
47861	" $18,289.98 "	 $16.15 
47862	" $26,322.98 "	 $28.78 
47863	" $10,133.73 "	 $22.87 
47864	" $39,954.61 "	 $19.81 
47865	" $47,262.98 "	 $23.80 
47866	" $8,166.31 "	 $22.14 
47867	" $24,497.13 "	 $29.85 
47868	" $17,804.91 "	 $28.53 
47869	" $15,298.90 "	 $29.29 
47870	" $30,370.52 "	 $29.93 
47871	" $33,425.59 "	 $24.02 
47872	" $16,937.19 "	 $25.48 
47873	" $33,550.86 "	 $38.56 
47874	" $29,303.87 "	 $19.41 
47875	" $18,110.63 "	 $31.92 
47876	" $19,891.50 "	 $18.34 
47877	" $36,786.21 "	 $28.38 
47878	" $21,553.02 "	 $35.19 
47879	" $41,278.53 "	 $28.51 
47880	" $24,531.93 "	 $18.67 
47881	" $9,799.31 "	 $24.65 
47882	" $33,627.22 "	 $28.73 
47883	" $25,783.86 "	 $26.04 
47884	" $34,116.85 "	 $29.84 
47885	" $37,746.75 "	 $32.99 
47886	" $38,749.86 "	 $19.80 
47887	" $32,354.06 "	 $26.46 
47888	" $30,024.43 "	 $33.05 
47889	" $44,685.65 "	 $22.81 
47890	" $16,243.76 "	 $23.68 
47891	" $66,473.29 "	 $27.39 
47892	" $23,113.09 "	 $24.37 
47893	" $28,110.54 "	 $29.37 
47894	" $16,406.48 "	 $16.78 
47895	" $27,328.51 "	 $16.31 
47896	" $36,820.03 "	 $28.67 
47897	" $35,470.26 "	 $20.65 
47898	" $20,790.62 "	 $19.57 
47899	" $29,422.04 "	 $33.56 
47900	" $35,899.71 "	 $21.36 
47901	" $31,367.99 "	 $24.34 
47902	" $21,464.47 "	 $27.18 
47903	" $26,575.49 "	 $20.75 
47904	" $17,118.48 "	 $27.19 
47905	" $28,342.72 "	 $26.60 
47906	" $19,438.42 "	 $30.32 
47907	" $28,896.69 "	 $27.17 
47908	" $21,578.34 "	 $26.92 
47909	" $38,541.09 "	 $22.20 
47910	" $36,443.33 "	 $24.18 
47911	" $17,350.69 "	 $30.04 
47912	" $19,011.50 "	 $21.54 
47913	" $20,142.76 "	 $33.63 
47914	" $42,337.27 "	 $21.26 
47915	" $25,764.09 "	 $26.08 
47916	" $36,763.29 "	 $26.99 
47917	" $28,485.57 "	 $29.12 
47918	" $26,936.16 "	 $22.36 
47919	" $38,188.71 "	 $21.42 
47920	" $29,847.42 "	 $26.25 
47921	" $28,204.81 "	 $25.86 
47922	" $17,727.94 "	 $23.81 
47923	" $27,909.20 "	 $25.14 
47924	" $15,162.78 "	 $24.26 
47925	" $17,616.68 "	 $25.76 
47926	" $17,857.90 "	 $32.69 
47927	" $53,418.08 "	 $22.76 
47928	" $20,613.84 "	 $29.22 
47929	" $24,335.28 "	 $30.03 
47930	" $13,802.59 "	 $19.78 
47931	" $27,793.07 "	 $26.79 
47932	" $31,199.62 "	 $30.41 
47933	" $23,309.72 "	 $21.30 
47934	" $21,071.91 "	 $25.03 
47935	" $41,841.32 "	 $22.10 
47936	" $43,429.62 "	 $22.01 
47937	" $16,228.92 "	 $33.51 
47938	" $44,762.25 "	 $37.89 
47939	" $25,805.17 "	 $25.09 
47940	" $27,238.73 "	 $26.58 
47941	" $14,515.53 "	 $23.84 
47942	" $12,607.82 "	 $36.21 
47943	" $13,956.05 "	 $29.83 
47944	" $19,961.38 "	 $22.75 
47945	" $18,497.09 "	 $17.36 
47946	" $48,586.11 "	 $24.81 
47947	" $45,531.93 "	 $26.11 
47948	" $32,146.52 "	 $21.37 
47949	" $30,792.07 "	 $19.29 
47950	" $37,925.83 "	 $34.42 
47951	" $36,126.11 "	 $32.34 
47952	" $27,962.10 "	 $27.70 
47953	" $32,183.95 "	 $32.46 
47954	" $12,715.82 "	 $36.14 
47955	" $45,279.69 "	 $24.73 
47956	" $39,427.69 "	 $26.54 
47957	" $15,692.11 "	 $23.37 
47958	" $21,066.90 "	 $23.69 
47959	" $38,273.52 "	 $28.14 
47960	" $58,079.81 "	 $28.28 
47961	" $70,740.82 "	 $33.97 
47962	" $12,114.26 "	 $19.46 
47963	" $36,696.50 "	 $21.65 
47964	" $36,134.47 "	 $26.85 
47965	" $12,521.50 "	 $20.34 
47966	" $52,309.25 "	 $32.96 
47967	" $24,222.37 "	 $25.30 
47968	" $19,208.71 "	 $26.59 
47969	" $27,725.59 "	 $25.49 
47970	" $36,345.25 "	 $28.75 
47971	" $35,370.68 "	 $25.95 
47972	" $21,864.88 "	 $30.49 
47973	" $30,106.72 "	 $34.49 
47974	" $26,741.02 "	 $31.15 
47975	" $24,517.07 "	 $21.59 
47976	" $45,680.17 "	 $24.41 
47977	" $37,212.76 "	 $26.12 
47978	" $25,357.66 "	 $29.94 
47979	" $43,032.07 "	 $30.13 
47980	" $17,530.27 "	 $22.85 
47981	" $31,805.41 "	 $29.80 
47982	" $14,366.54 "	 $32.76 
47983	" $25,260.42 "	 $23.39 
47984	" $26,102.17 "	 $28.03 
47985	" $30,575.77 "	 $15.16 
47986	" $43,953.13 "	 $29.57 
47987	" $24,014.65 "	 $36.87 
47988	" $27,971.60 "	 $24.65 
47989	" $20,741.69 "	 $25.40 
47990	" $45,754.87 "	 $19.12 
47991	" $77,757.18 "	 $12.20 
47992	" $23,982.65 "	 $22.57 
47993	" $20,234.05 "	 $27.60 
47994	" $35,820.87 "	 $19.14 
47995	" $86,876.35 "	 $23.17 
47996	" $21,402.11 "	 $23.20 
47997	" $20,238.19 "	 $26.35 
47998	" $17,377.43 "	 $17.73 
47999	" $28,467.74 "	 $28.43 
48000	" $30,491.26 "	 $24.85 
48001	" $35,761.36 "	 $23.90 
48002	" $34,990.32 "	 $25.14 
48003	" $18,991.21 "	 $32.34 
48004	" $25,202.96 "	 $19.79 
48005	" $30,135.42 "	 $25.46 
48006	" $24,132.79 "	 $21.41 
48007	" $23,413.59 "	 $27.85 
48008	" $26,699.52 "	 $27.63 
48009	" $20,788.06 "	 $28.88 
48010	" $33,452.05 "	 $22.39 
48011	" $8,406.01 "	 $33.35 
48012	" $34,879.81 "	 $30.85 
48013	" $36,337.68 "	 $21.70 
48014	" $32,931.95 "	 $25.30 
48015	" $36,546.22 "	 $30.38 
48016	" $20,544.05 "	 $32.78 
48017	" $15,863.29 "	 $31.34 
48018	" $59,317.39 "	 $27.33 
48019	" $22,914.45 "	 $32.68 
48020	" $22,856.79 "	 $31.09 
48021	" $28,549.68 "	 $28.39 
48022	" $13,196.93 "	 $24.32 
48023	" $25,189.63 "	 $21.29 
48024	" $41,890.88 "	 $24.27 
48025	" $36,952.99 "	 $28.90 
48026	" $21,976.27 "	 $23.09 
48027	" $59,228.15 "	 $29.08 
48028	" $24,823.71 "	 $21.81 
48029	" $49,510.18 "	 $24.90 
48030	" $15,798.59 "	 $33.25 
48031	" $36,633.86 "	 $30.84 
48032	" $26,308.79 "	 $24.20 
48033	" $32,612.62 "	 $27.79 
48034	" $53,902.39 "	 $29.16 
48035	" $40,459.80 "	 $20.85 
48036	" $63,800.54 "	 $22.65 
48037	" $39,224.99 "	 $24.21 
48038	" $27,800.81 "	 $24.88 
48039	" $25,415.73 "	 $17.56 
48040	" $26,807.81 "	 $21.14 
48041	" $17,982.77 "	 $33.07 
48042	" $25,901.98 "	 $16.46 
48043	" $23,964.74 "	 $24.30 
48044	" $14,072.34 "	 $27.09 
48045	" $33,003.07 "	 $21.86 
48046	" $15,215.73 "	 $23.11 
48047	" $30,533.84 "	 $29.99 
48048	" $23,095.29 "	 $24.17 
48049	" $39,004.97 "	 $22.23 
48050	" $40,992.41 "	 $19.07 
48051	" $35,087.54 "	 $24.01 
48052	" $21,857.32 "	 $18.38 
48053	" $29,687.93 "	 $31.00 
48054	" $25,261.26 "	 $25.93 
48055	" $25,596.30 "	 $20.94 
48056	" $55,051.76 "	 $26.97 
48057	" $18,951.19 "	 $16.13 
48058	" $27,993.99 "	 $17.17 
48059	" $13,818.20 "	 $31.69 
48060	" $18,621.32 "	 $18.81 
48061	" $28,502.21 "	 $17.13 
48062	" $36,602.45 "	 $32.04 
48063	" $27,507.26 "	 $23.26 
48064	" $16,147.39 "	 $23.85 
48065	" $22,144.90 "	 $21.58 
48066	" $32,075.84 "	 $33.24 
48067	" $21,876.22 "	 $34.88 
48068	" $32,689.36 "	 $30.07 
48069	" $51,782.63 "	 $21.27 
48070	" $39,418.67 "	 $20.80 
48071	" $27,731.00 "	 $24.73 
48072	" $15,414.96 "	 $16.29 
48073	" $21,606.75 "	 $17.94 
48074	" $32,640.63 "	 $32.23 
48075	" $36,266.04 "	 $23.99 
48076	" $46,927.77 "	 $28.12 
48077	" $31,692.61 "	 $19.89 
48078	" $36,915.93 "	 $30.85 
48079	" $22,566.86 "	 $32.66 
48080	" $19,514.71 "	 $23.38 
48081	" $40,572.20 "	 $24.91 
48082	" $14,433.92 "	 $18.57 
48083	" $22,819.39 "	 $17.51 
48084	" $10,657.92 "	 $31.23 
48085	" $27,546.79 "	 $22.07 
48086	" $29,167.96 "	 $24.99 
48087	" $33,521.22 "	 $26.91 
48088	" $16,607.86 "	 $37.47 
48089	" $29,069.03 "	 $13.17 
48090	" $23,799.22 "	 $27.82 
48091	" $31,940.66 "	 $22.83 
48092	" $31,920.40 "	 $31.78 
48093	" $40,903.71 "	 $27.80 
48094	" $21,434.49 "	 $19.55 
48095	" $27,841.00 "	 $31.26 
48096	" $29,187.94 "	 $23.79 
48097	" $24,585.09 "	 $22.18 
48098	" $42,922.25 "	 $28.96 
48099	" $29,434.22 "	 $23.31 
48100	" $42,479.82 "	 $22.42 
48101	" $33,741.40 "	 $22.05 
48102	" $20,853.36 "	 $24.81 
48103	" $15,538.66 "	 $25.05 
48104	" $43,088.11 "	 $27.50 
48105	" $16,573.35 "	 $36.01 
48106	" $12,493.52 "	 $17.71 
48107	" $30,363.65 "	 $24.49 
48108	" $22,905.54 "	 $27.95 
48109	" $32,802.48 "	 $36.02 
48110	" $46,046.79 "	 $30.95 
48111	" $28,223.68 "	 $22.94 
48112	" $31,244.32 "	 $22.07 
48113	" $33,112.75 "	 $23.71 
48114	" $31,054.57 "	 $23.77 
48115	" $36,666.64 "	 $18.66 
48116	" $17,598.81 "	 $26.07 
48117	" $32,083.66 "	 $31.20 
48118	" $11,422.78 "	 $25.75 
48119	" $59,913.21 "	 $21.50 
48120	" $23,404.14 "	 $32.97 
48121	" $42,529.39 "	 $20.30 
48122	" $18,175.92 "	 $25.81 
48123	" $29,074.71 "	 $14.21 
48124	" $24,445.12 "	 $36.62 
