Obs	HORAS_ESCANEANDO	ARTICULOS_ESCANEADOS
45910	32.84	493.44
45911	43.85	652.61
45912	4.36	63.26
45913	12.01	174.07
45914	28.28	418.05
45915	27.09	413.23
45916	13.04	199.59
45917	40.45	614.38
45918	17.3	254.44
45919	44.3	660.15
45920	12.21	180.25
45921	14.26	210.83
45922	23.58	356.14
45923	17.66	270.96
45924	22.41	340.23
45925	17.68	270.99
45926	38.35	577.66
45927	18.99	283.35
45928	10.79	164.51
45929	3.92	62.42
45930	32.35	484.86
45931	7.32	104.23
45932	20.77	306.4
45933	28.11	422.31
45934	50.67	754.45
45935	20.11	299.2
45936	30.05	455.35
45937	15.13	234.75
45938	9.92	150.77
45939	31.64	469.95
45940	47.92	720.81
45941	9.96	152.37
45942	11.09	166.47
45943	17.13	247.59
45944	9.16	133.85
45945	12.12	182.7
45946	5.57	80.87
45947	6.47	94.95
45948	19.91	298.72
45949	18.37	269.99
45950	23.24	356.3
45951	21.77	322.23
45952	13.35	200.76
45953	19.15	282.36
45954	52.38	780.39
45955	17.52	266.08
45956	15.33	225.83
45957	21.59	321.22
45958	17.29	256.6
45959	35.62	535.51
45960	12.66	184.54
45961	34.55	513.23
45962	38.81	582.29
45963	7.16	116.61
45964	10.98	154.94
45965	17.85	272.6
45966	8	117.15
45967	21.72	326.95
45968	12.18	184.96
45969	12.17	178.15
45970	38.19	575.14
45971	21.06	321.05
45972	28.34	424.06
45973	26.47	398.86
45974	61.47	931.16
45975	28.69	433.35
45976	68.39	1027.12
45977	66.29	996.83
45978	13.3	193.06
45979	26.44	398.3
45980	13.56	203.61
45981	16.91	259.53
45982	9.91	152.4
45983	17.2	261.04
45984	11.42	185.29
45985	13.07	195.58
45986	12.63	188.31
45987	27.93	420.67
45988	25.71	381.13
45989	25.5	389.5
45990	33.57	506.68
45991	17.95	279.72
45992	45.91	690.51
45993	24.26	361.34
45994	11.32	173.62
45995	45.78	691.14
45996	8.42	127.4
45997	12.65	184.86
45998	37.38	556.53
45999	44.73	673.52
46000	25.55	375.06
46001	10.64	160.25
46002	15.57	232.87
46003	9.48	152.69
46004	29.9	452.08
46005	28.95	438.68
46006	13.1	199.04
46007	46.49	699.59
46008	8.13	129.4
46009	61.65	931.28
46010	17.26	254.1
46011	60.63	913.05
46012	31.93	487.46
46013	17.36	262.3
46014	28.56	424.62
46015	23.53	358.71
46016	23.31	346.7
46017	66.27	994.1
46018	14.48	227.5
46019	21.35	323.43
46020	15.39	227.59
46021	21.06	309.24
46022	14.06	202.93
46023	19.55	288.12
46024	12.98	198.67
46025	22.12	337.5
46026	54.23	815.94
46027	50.9	768.5
46028	21.75	329.25
46029	19.86	303.14
46030	18.3	277.35
46031	10.82	166.23
46032	16.76	253.35
46033	35.77	532.89
46034	22.1	337.04
46035	20.31	306.24
46036	19.23	294.11
46037	13.22	195.23
46038	29.92	453.01
46039	15.55	238.43
46040	15.91	242.28
46041	23.27	349.04
46042	63.45	940.16
46043	30.07	448.8
46044	26.37	393.46
46045	11.32	177.47
46046	14.99	231.79
46047	5.04	83.38
46048	8.99	135.7
46049	15.89	242.95
46050	15.14	229.24
46051	33.55	499.35
46052	61.16	918.75
46053	36.1	536.79
46054	14.47	216.48
46055	12.34	194.8
46056	25.55	381.25
46057	45.27	685.83
46058	14.94	229.96
46059	13.07	199.41
46060	21.22	324.91
46061	39.19	587.15
46062	25.91	394.32
46063	10.18	153.1
46064	25.47	379.37
46065	10.97	159.86
46066	9.7	147.47
46067	19.1	290.12
46068	22.2	332.8
46069	13.87	213.06
46070	22.66	327.25
46071	44.96	677.39
46072	29.51	442.75
46073	25.08	384.73
46074	10.88	167.92
46075	22.16	324.64
46076	14.79	235.83
46077	31.92	484.65
46078	19.11	289.35
46079	59.11	893.59
46080	17.63	265.64
46081	5.24	71.6
46082	73.2	1097.49
46083	10.44	154.72
46084	109.26	1634.26
46085	19.37	294.25
46086	11.9	174.58
46087	5.64	93.04
46088	30.56	465.17
46089	14.53	216.16
46090	21.33	326.65
46091	17.26	255.48
46092	18.94	287.72
46093	31.63	471.27
46094	9.64	140.69
46095	9.35	141.79
46096	28.59	433.97
46097	25.56	383.39
46098	6.37	94.43
46099	25.48	378.37
46100	18.72	271.16
46101	36.56	553.97
46102	16.56	251.28
46103	31.83	479.27
46104	20.57	318.35
46105	29.82	454.92
46106	21.64	323.9
46107	45.56	678.36
46108	16.58	249.91
46109	8.83	137.83
46110	27.2	401.65
46111	32.68	493.5
46112	80.39	1208.53
46113	24.42	367.72
46114	31.77	478.81
46115	14.63	218.38
46116	15.41	227.07
46117	29.54	442.04
46118	26.37	394.91
46119	11.29	163.67
46120	21.84	330.37
46121	35.8	532.05
46122	37	553.43
46123	25.21	384.19
46124	28.66	428.4
46125	11.74	178.55
46126	22.86	349.66
46127	16.46	232.24
46128	22.33	333.61
46129	19.09	291.3
46130	16.48	247.34
46131	15.11	227.97
46132	7.62	113.53
46133	7.82	118.32
46134	29.31	438.55
46135	7.41	112.04
46136	15.61	237.37
46137	17.42	276.51
46138	38.8	576.57
46139	57.52	861.92
46140	25.24	381.24
46141	21.77	326.69
46142	31.56	471.01
46143	14.52	206.13
46144	25.6	386.13
46145	27.36	411.54
46146	5.76	89.21
46147	32.16	491.07
46148	18.49	284.47
46149	13.53	200.6
46150	10.52	157.13
46151	53.2	803.51
46152	13.11	199.55
46153	8.91	136.2
46154	12.22	185.56
46155	4.21	53.42
46156	15.51	227.9
46157	16.21	245.72
46158	25.73	389.89
46159	14.85	218.71
46160	19.71	295.15
46161	13.61	216.63
46162	5.75	82.77
46163	20.3	308.19
46164	19.09	280.9
46165	15.29	234.75
46166	13.17	204.24
46167	30.27	468.48
46168	39.75	598.71
46169	3.58	59.08
46170	12.62	173.54
46171	65.15	982.98
46172	10.53	154.77
46173	34.31	515.04
46174	55.81	834.87
46175	43.77	656.68
46176	39.14	588.66
46177	10.94	166.28
46178	35.14	529.76
46179	16.51	246.9
46180	22.76	349.85
46181	19.52	293.91
46182	14.43	216.22
46183	29.73	447.23
46184	11.27	167.34
46185	18.93	287.06
46186	31.71	479.3
46187	23.72	347.58
46188	11.18	173.82
46189	10.96	161.91
46190	15.77	232.17
46191	54.82	820.49
46192	4.82	72.69
46193	9.91	150.37
46194	15.81	234.78
46195	2.86	42.82
46196	11.41	165.91
46197	12.18	184.79
46198	20.43	305.88
46199	37.92	578.68
46200	5.84	88.92
46201	19.31	292.43
46202	26.27	400.99
46203	22.53	336.2
46204	17.58	269.74
46205	14.26	215.26
46206	6.1	89.78
46207	16.75	255.47
46208	40.99	609.91
46209	10.04	152.44
46210	13.73	207.79
46211	23.58	351.63
46212	10.56	156.24
46213	18.58	279.82
46214	11.04	164.37
46215	17.93	267.71
46216	25.22	375.62
46217	35.59	535.73
46218	17.52	260.91
46219	35.21	534.22
46220	12.64	197.54
46221	9.79	144.68
46222	23.51	351.24
46223	26.05	393.3
46224	13.97	194.4
46225	62.37	941.44
46226	22.32	320.69
46227	13.24	202.93
46228	9.32	137.5
46229	50.46	755
46230	22.1	334.38
46231	26.79	408.08
46232	14.23	222.29
46233	44.59	661.66
46234	7.79	120.32
46235	8.66	128.04
46236	43.58	659.53
46237	19.6	297.64
46238	14.33	220.51
46239	11.81	172.87
46240	15.1	229.16
46241	10.84	162.77
46242	32.85	493.6
46243	50.3	753.57
46244	25.43	378.13
46245	8.67	130.26
46246	15.61	234.54
46247	11.67	174.7
46248	28.79	430.63
46249	18.66	280.29
46250	57.06	854.9
46251	33.58	505.95
46252	13.03	196.45
46253	15.3	222.38
46254	16.23	239.19
46255	23.09	344.93
46256	9.87	144.41
46257	49.26	730.73
46258	48.08	714.85
46259	18.76	282.81
46260	11.76	180.34
46261	30.4	449.65
46262	56.9	861.22
46263	9.65	153.59
46264	56.7	853.98
46265	7.13	100.01
46266	8.25	121.26
46267	15.13	226.3
46268	19.25	281.73
46269	15.22	226.08
46270	5.98	85.91
46271	16.15	245.68
46272	8.32	130.88
46273	27.19	414.64
46274	7.73	111.14
46275	21.59	326.33
46276	13.72	201.76
46277	15.22	234.99
46278	18.84	285.6
46279	6.8	102.05
46280	10.91	157.44
46281	5.71	91.94
46282	17.75	258
46283	13.77	206.03
46284	39.7	599.43
46285	14.83	230.14
46286	43.85	658.82
46287	13.53	203.07
46288	11.35	168.13
46289	35.41	538.55
46290	31.88	479.28
46291	40.17	602.57
46292	39.2	585.2
46293	13.27	190.04
46294	48.8	732.74
46295	11.76	186.53
46296	10.33	150.01
46297	23.24	355.84
46298	14.87	219.69
46299	6.16	92.8
46300	14.07	212.02
46301	6.47	101.1
46302	25.25	382.05
46303	37.04	556.54
46304	127.37	1914
46305	17.54	262.95
46306	24.27	368.53
46307	13.06	192.76
46308	23.35	337.19
46309	34.28	527.25
46310	20.51	308.68
46311	24.07	361.32
46312	24.72	364.74
46313	17.39	256.29
46314	29.14	438.9
46315	52.85	799.65
46316	23.85	359.69
46317	37.54	556.63
46318	20.12	303.22
46319	21.55	314.03
46320	21.72	328.3
46321	9.59	145.64
46322	34.07	518.99
46323	24.86	367.37
46324	20.77	309.65
46325	6.74	102.98
46326	50.71	755.87
46327	25.92	382.52
46328	40.9	625.48
46329	40.24	608.6
46330	45.75	693.25
46331	20.27	296.74
46332	13.1	189.98
46333	30	446.24
46334	11.72	171.95
46335	49.32	745.75
46336	19.35	288.59
46337	24.78	367.56
46338	38.39	577.15
46339	62.62	943.62
46340	10.34	153.89
46341	10.82	163.26
46342	23.62	355.7
46343	22.49	335.65
46344	32.51	488.65
46345	11.02	171.69
46346	31.55	471.19
46347	56.1	848.78
46348	11.61	176.16
46349	6.29	92.09
46350	21.38	325.75
46351	48.74	733.39
46352	44.04	670.53
46353	37.8	570.73
46354	10.58	158.29
46355	41.36	615.79
46356	25.38	375.6
46357	27.79	420.3
46358	4.66	59.24
46359	7.17	102.86
46360	8.35	122.46
46361	18.79	283.08
46362	20.71	305.05
46363	7.76	119.54
46364	13.32	205.04
46365	49.55	741.68
46366	25.57	394.55
46367	9.17	139.24
46368	10.2	164.66
46369	14.51	219.97
46370	25.8	386.68
46371	27.89	419.38
46372	34.62	520.33
46373	15.58	233.81
46374	12.33	188.05
46375	10.09	148.82
46376	15.95	234.53
46377	15.87	229.89
46378	33.65	506.35
46379	25.96	389.78
46380	33.92	516.42
46381	49.04	732.39
46382	18.16	274.55
46383	38.06	570.62
46384	63.28	950.68
46385	22.26	336.68
46386	25.1	384.52
46387	77.94	1163.5
46388	45.71	686.21
46389	18.96	292.61
46390	16.68	247.45
46391	16.83	248.66
46392	6.52	98.24
46393	53.51	810.26
46394	23.47	357.48
46395	43.97	667.51
46396	18.17	277.97
46397	40.35	615.21
46398	27.5	420.17
46399	43.71	650.65
46400	13.39	200.35
46401	21.14	315.46
46402	23	350.08
46403	18.78	277.89
46404	7.81	118.63
46405	72.34	1079.64
46406	48.8	732.5
46407	14.98	225.37
46408	23.42	352.88
46409	25.91	382.36
46410	47.76	714.72
46411	25.57	382.8
46412	12.52	194.18
46413	11.43	171.78
46414	23.09	345.95
46415	23.52	342.34
46416	35.62	540.33
46417	22.83	347.44
46418	25.08	370.89
46419	16.01	242.08
46420	13.03	196.27
46421	6.71	109.87
46422	11.08	161.43
46423	32.61	496.53
46424	22.41	332.16
46425	14.34	220.43
46426	9.85	148.83
46427	31.96	475.53
46428	21.62	328.88
46429	38.68	568.45
46430	30.36	453.88
46431	32.4	490.57
46432	10.75	171.08
46433	19.17	290.4
46434	28.11	420.49
46435	17.98	271.21
46436	41.29	621.13
46437	27.43	415.05
46438	18.19	266.23
46439	23.22	346.13
46440	35.18	532.42
46441	25.6	398.15
46442	20.09	295.91
46443	37.39	563.9
46444	86.02	1284.86
46445	13.77	203.25
46446	11.98	181.03
46447	41.67	632.45
46448	21.63	319.21
46449	12.77	194.09
46450	16.31	242.07
46451	8.77	127.79
46452	46.95	699.04
46453	42.23	634.88
46454	12.86	191.37
46455	25.06	375.42
46456	53.03	787.76
46457	32.42	481.04
46458	10.69	165.6
46459	18.16	268.1
46460	33.55	498.36
46461	3.87	62.05
46462	13.35	200.57
46463	8.97	127.7
46464	50.19	757.18
46465	19.14	284.07
46466	38.91	575.94
46467	20.15	299.08
46468	46.79	704.32
46469	21.21	312.02
46470	19.66	290.96
46471	9.7	146.8
46472	29.06	439.07
46473	19.26	290.01
46474	30.65	457.58
46475	13.82	204.8
46476	58.23	873.11
46477	26.62	401.52
46478	39.64	590.37
46479	18.36	282.34
46480	8.17	113.13
46481	11.62	165.65
46482	14.48	202.42
46483	20.26	310.17
46484	14.3	221.97
46485	12.04	193.71
46486	23.05	346.41
46487	25.23	371.06
46488	29.35	440.81
46489	12.55	177.1
46490	14.34	214.51
46491	36.52	552.64
46492	19.79	296.17
46493	52.86	794.22
46494	93.09	1405.39
46495	6.4	96.73
46496	26.36	398.38
46497	46.3	697.1
46498	76.28	1144.02
46499	8.48	131.23
46500	21.95	325.51
46501	17.17	252.4
46502	25.06	379.26
46503	6.58	99.1
46504	37.72	574.28
46505	65.48	983.11
46506	27.61	415.73
46507	45.34	679.46
46508	21.22	318.06
46509	24.2	360.9
46510	6.96	113.29
46511	33.63	498.08
46512	11.5	172.12
46513	13.88	214.05
46514	13.48	205.06
46515	13.95	205.1
46516	13.11	190.67
46517	37.39	569.4
46518	11.52	179.35
46519	10.75	162.16
46520	17.95	270.18
46521	24.83	366.36
46522	29.65	442.91
46523	12.74	192.98
46524	16.18	241.64
46525	36.81	550.6
46526	42.99	646.66
46527	39.08	582.94
46528	16.57	246.34
46529	77.79	1160.4
46530	13.32	204.58
46531	9.52	137.54
46532	17.75	265.26
46533	9.38	147.53
46534	25.31	381.57
46535	11.99	182.97
46536	15.61	235.67
46537	27.56	413.8
46538	34.51	516.98
46539	30.48	456.04
46540	11.91	181.76
46541	7.93	115.47
46542	46.34	692.23
46543	48.15	724.14
46544	20.67	307.45
46545	90.22	1363.39
46546	9.02	132.17
46547	13.58	192.87
46548	11.62	171.98
46549	19.13	283.26
46550	29.35	430.45
46551	35.78	537.04
46552	31.43	479.18
46553	42.73	638.64
46554	15.95	232.33
46555	19.41	299.25
46556	13.83	205.47
46557	18.75	279.37
46558	43.13	643.52
46559	14.36	224.98
46560	15.37	224.18
46561	10.21	145.78
46562	7.28	111.13
46563	16.27	238.57
46564	11.31	172.31
46565	102.6	1534.53
46566	14.56	216.99
46567	19.25	285.71
46568	18.72	283.19
46569	38.46	580.46
46570	46.94	715.19
46571	24.55	371.96
46572	40.49	617.95
46573	23.8	356.72
46574	30.17	453.95
46575	8.12	126.33
46576	16.02	241.35
46577	24.2	356.44
46578	38.18	572.82
46579	15.68	228.09
46580	42.43	631.02
46581	25.62	384.28
46582	29.03	435.17
46583	27.54	404.65
46584	32.02	481.82
46585	38.25	576.64
46586	34.66	519.85
46587	35.25	530.76
46588	14.84	222.7
46589	80.12	1206.97
46590	35.97	536.75
46591	31.31	473.82
46592	19.63	301.64
46593	9.19	141.07
46594	42.35	640.33
46595	25.58	382.98
46596	41.14	621.06
46597	27.4	414.99
46598	70.4	1055.8
46599	78.83	1195.08
46600	7.54	118.26
46601	26.55	402.48
46602	53.02	790.78
46603	14.73	220.43
46604	35.48	536.57
46605	26.9	403.93
46606	9.05	138.8
46607	28.9	435.93
46608	17.25	264.61
46609	58.18	874
46610	17.57	265.23
46611	30.19	453.12
46612	45.48	690.91
46613	21.1	324.79
46614	19.71	292.37
46615	15.05	226.67
46616	42.01	630.78
46617	32.38	481.84
46618	22.86	344.91
46619	13.71	204.57
46620	8.07	129.4
46621	24.33	373.92
46622	20.14	298.96
46623	51.28	770.81
46624	73.26	1098.84
46625	30.08	449.22
46626	13.6	207.32
46627	64.79	967.75
46628	14.43	219.96
46629	72.24	1092.09
46630	24.49	373.59
46631	39.05	580.64
46632	9.31	138.22
46633	59.38	890.83
46634	20.24	299.35
46635	12.81	193.61
46636	29.48	424.15
46637	13.23	192.64
46638	20.73	300.06
46639	4.25	62.92
46640	18.95	282.85
46641	14.93	219.65
46642	13.07	196.05
46643	18.03	264.87
46644	83.88	1259.86
46645	15.16	234.04
46646	30.3	454.76
46647	20.7	306.23
46648	51.2	768.08
46649	31.86	481.72
46650	10.57	158.93
46651	19.74	297.25
46652	26.53	401.75
46653	8.04	121.47
46654	33.79	502.02
46655	8.81	131.53
46656	23.54	348.87
46657	29.65	435.78
46658	26.12	389.72
46659	8.24	131.03
46660	32.73	490.39
46661	14.27	220.6
46662	28.57	430.88
46663	35.47	541.78
46664	17.88	274.03
46665	48.5	734.32
46666	17.69	258.01
46667	23.64	357.76
46668	8.77	136.02
46669	18.2	270.86
46670	7.59	112.77
46671	14.29	218.77
46672	15.31	230.96
46673	21.39	321
46674	14.16	216.44
46675	81.51	1223.66
46676	8.02	124.17
46677	18.68	281.58
46678	43	634.69
46679	21.42	328.47
46680	11.8	179.03
46681	7.92	113.71
46682	8.69	117.67
46683	44.61	671.02
46684	9.74	141.43
46685	6.11	93.96
46686	37.77	567.28
46687	9.58	148.65
46688	15.36	236.5
46689	19.1	283.63
46690	14.02	208.39
46691	10.54	162.14
46692	33.28	499.89
46693	19.14	285.01
46694	10.22	154.91
46695	14.09	211.85
46696	20.65	308.33
46697	15.67	226.7
46698	37.99	572.6
46699	12.64	190.43
46700	26.82	407.86
46701	14.3	211.82
46702	12.77	182.51
46703	33.03	492.12
46704	18.41	268.58
46705	22.52	335.36
46706	17.94	264.98
46707	83.77	1256.21
46708	14.67	221.72
46709	16.22	235.45
46710	15.76	234.53
46711	83.44	1244.37
46712	42.63	642.48
46713	8.91	134.81
46714	17.97	269.17
46715	24.41	365.14
46716	14.75	224.29
46717	33.1	491.57
46718	41.81	623.32
46719	31.29	463.34
46720	18.03	278.05
46721	22.94	351.84
46722	17.64	260.1
46723	7.61	108.52
46724	9.91	154.53
46725	16.92	252.04
46726	31.96	481.53
46727	12.83	190.75
46728	24.9	372.31
46729	28.04	418.53
46730	10.73	161.34
46731	24.78	375.49
46732	21.47	322.05
46733	23.31	356.74
46734	13.2	193.77
46735	10.73	165.83
46736	38.75	581.07
46737	61.4	929.85
46738	16.38	242.32
46739	14	212.51
46740	31.85	485.67
46741	14.22	217.55
46742	27.68	412.89
46743	59.34	890.8
46744	16.28	248.65
46745	22.68	347.87
46746	10.46	153.69
46747	10.38	149.63
46748	7.89	112.55
46749	17.74	263.16
46750	57.64	870.34
46751	30.18	448.24
46752	27.44	415.52
46753	17.56	272.13
46754	13.15	200.09
46755	8.69	130.63
46756	16.75	252.39
46757	9.8	145.34
46758	23.92	359.11
46759	26.1	390.43
46760	21.51	317.75
46761	13.91	221.08
46762	14.22	210.12
46763	10.42	163.86
46764	43.53	645.92
46765	9.68	145.33
46766	22.95	351.34
46767	36.29	542.73
46768	32.22	491.58
46769	18.5	286.1
46770	12.26	181.48
46771	13.22	206.95
46772	34.08	520.57
46773	7.05	94.1
46774	3.97	61.34
46775	52.49	792.62
46776	8.48	134.66
46777	11.33	157.34
46778	12.79	192.16
46779	14.61	220.13
46780	30.62	463.6
46781	19.54	295.22
46782	21.46	321.13
46783	8.67	130.18
46784	60.87	904.74
46785	30.9	462.52
46786	39.78	606.27
46787	15.27	233.59
46788	35.45	539.61
46789	8.87	135.91
46790	13.52	202.93
46791	18.97	284.33
46792	29.14	438.15
46793	10.32	163.43
46794	17.2	257.33
46795	15.68	238.62
46796	52.1	787.69
46797	12.48	193.69
46798	25.01	374.14
46799	15.27	233.4
46800	7.46	109.09
46801	58.55	887.53
46802	27.3	411.95
46803	16.1	236.14
46804	31.85	483.21
46805	21.76	331.73
46806	18.3	277.37
46807	50.65	766.18
46808	18.28	275.2
46809	6.73	99.62
46810	16.4	250.11
46811	41.14	630.56
46812	21.95	323.38
46813	16.56	250.26
46814	26.73	401.63
46815	66.45	987.67
46816	17.07	247.02
46817	29.74	445.94
46818	29.96	447
46819	7.14	106.86
46820	9	130.92
46821	125.48	1889.81
46822	14.54	229.14
46823	51.42	775.47
46824	45.19	672.28
46825	40.88	611.89
46826	10.69	161.17
46827	26.56	397.1
46828	24.65	372.99
46829	46.88	707.43
46830	9.97	147.51
46831	43.51	647.94
46832	18.1	277.08
46833	22.59	344.08
46834	12.45	192.97
46835	20.34	304.4
46836	22.36	332.37
46837	22.49	332.96
46838	9.61	153.37
46839	40.06	601.74
46840	47.72	717.78
46841	34.52	516.76
46842	32.01	488.89
46843	19.12	280.88
46844	17.63	267.1
46845	11.58	180.39
46846	14.47	213.43
46847	12.34	184.82
46848	18.74	281.54
46849	22.9	342.22
46850	14.41	207.01
46851	41.35	627.12
46852	14.96	228.85
46853	13.21	202.47
46854	15.28	231.98
46855	36.37	548.81
46856	13.02	198.46
46857	13.84	204.35
46858	11.14	166.39
46859	10.75	158.52
46860	10.51	156.24
46861	95.41	1430.23
46862	29.96	454.29
46863	15.86	230.56
46864	35.7	537.94
46865	12.35	184.26
46866	35.03	516.47
46867	44	661.85
46868	17.34	265.45
46869	38.17	572.94
46870	46.88	704.17
46871	17.27	259.41
46872	19.22	292.73
46873	11.22	164.36
46874	10.93	161.05
46875	20.49	308.93
46876	25.16	395.56
46877	37.83	566.5
46878	32.13	481.04
46879	11.69	175.63
46880	29.14	435.84
46881	21.87	317.44
46882	33.71	508.64
46883	9.24	140.21
46884	37.28	558.79
46885	25.37	381.48
46886	11.2	174.38
46887	26.19	394.83
46888	16.19	246.42
46889	42.42	641.85
46890	22.91	345.52
46891	61.68	928.56
46892	13.26	200
46893	11.57	176.2
46894	25.85	391.01
46895	3.79	50.03
46896	42.13	636.8
46897	15.91	233.27
46898	23.99	353.67
46899	63.31	946.08
46900	15.19	240.17
46901	11.54	177.83
46902	9.66	150.4
46903	12.37	179.65
46904	34.6	516.86
46905	7.66	115.6
46906	18.01	265.71
46907	48.71	731.5
46908	35.34	537.59
46909	8.88	129.89
46910	67.33	1012.63
46911	17.25	258.1
46912	15.99	237.83
46913	9.83	141.87
46914	72.32	1085.24
46915	9.27	135.85
46916	8.59	132.04
46917	33.64	514.46
46918	61.78	928.3
46919	19.61	293.5
46920	29.42	445.33
46921	13.21	207.75
46922	14.16	211.4
46923	38.24	574.44
46924	43.93	652.98
46925	12.14	178.63
46926	13.83	208.28
46927	18.84	275.44
46928	33.95	512.31
46929	11.53	171.86
46930	29.74	450.08
46931	12.58	190.86
46932	14.7	225.39
46933	21.98	327.94
46934	12.66	191.97
46935	63	947.6
46936	10.97	164.11
46937	34.78	520.89
46938	20.35	303.98
46939	27.71	410.75
46940	24.42	367.67
46941	12.47	193.63
46942	9.32	147.42
46943	18.77	291.65
46944	17.78	275.06
46945	15.18	236.37
46946	20.36	311.59
46947	24.58	364.31
46948	24.77	364.5
46949	31.02	472.33
46950	38.42	580.42
46951	16.75	251.43
46952	13.64	212.89
46953	49.05	737.42
46954	22.58	348.12
46955	27.12	408.89
46956	29.74	443.03
46957	36.4	541.87
46958	18.76	279.18
46959	16.28	237.98
46960	17.54	257.24
46961	8.05	124.08
46962	21	304.88
46963	7.58	119.78
46964	25.73	378.38
46965	6.46	99.6
46966	5.36	78.06
46967	19.66	298.38
46968	17.44	258.29
46969	10.74	156.57
46970	31.62	465.58
46971	32.3	487.35
46972	47.77	705.89
46973	17.66	271.12
46974	18.38	275.54
46975	11.41	175.76
46976	9.65	151.57
46977	11.76	172.61
46978	27.53	417.87
46979	42.48	643.38
46980	20.47	306.92
46981	14.62	226.27
46982	33.15	505.51
46983	12.72	195.29
46984	15.59	238.95
46985	18.83	275.12
46986	65.24	979.8
46987	32.43	489.81
46988	40.6	601.02
46989	7.33	108.92
46990	18	269.09
46991	19.43	301.08
46992	24.21	364.17
46993	15.36	237.19
46994	14.02	210.32
46995	10.27	155.03
46996	17.53	259.56
46997	13.43	204.31
46998	41.86	627.96
46999	14.65	212.92
47000	9.24	131.35
47001	9.48	132.32
47002	13.64	211.59
47003	46.87	703.43
47004	19.33	288.58
47005	22.46	330.91
47006	10.04	148.32
47007	17.01	262.85
47008	11.69	174.53
47009	55.34	834.16
47010	29.37	441.24
47011	22.4	340.15
47012	12.08	188.38
47013	24.29	368.73
47014	4.87	63.53
47015	17.51	254.96
47016	42.02	626.77
47017	42.73	637.88
47018	12.31	190.16
47019	11.08	173.03
47020	17.8	269.65
47021	6.57	94.77
47022	45.06	674.44
47023	6.5	101.3
47024	11.4	170.12
47025	16.26	243
47026	35.37	528.25
47027	41.94	632.35
47028	32.01	481.74
47029	19.13	285.27
47030	40.17	601
47031	7.88	114.87
47032	22.86	341.28
47033	15.41	236.46
47034	15.95	243.89
47035	34.22	516.75
47036	53.29	800.14
47037	21.16	306.05
47038	8.34	126.51
47039	13.01	192.41
47040	18.21	268.48
47041	13.17	199.4
47042	40.72	600.64
47043	13.9	205.17
47044	78.81	1181.22
47045	10.63	162.37
47046	20.25	308.14
47047	8.86	127.36
47048	11.12	167.85
47049	19.47	291.38
47050	16.97	251.07
47051	54.25	810.29
47052	19.84	294.02
47053	21.77	328.47
47054	17.47	270.15
47055	32.21	486.05
47056	21.82	329.7
47057	22.96	349.62
47058	19.14	285.94
47059	30.57	455.16
47060	53.87	802.81
47061	11.79	180.77
47062	25.31	387.89
47063	33.07	495.03
47064	19.67	292.4
47065	47.48	717.44
47066	39.47	586.95
47067	32.47	489.89
47068	28.67	437.94
47069	18.89	284.29
47070	145.93	2183.46
47071	26.37	396.21
47072	9.88	145.84
47073	55.51	829.18
47074	29.26	441.27
47075	17.52	262.02
47076	8.83	123.96
47077	12.05	179.07
47078	15.89	243.79
47079	11.61	176.04
47080	49.05	733.93
47081	13.53	211.43
47082	24.93	378.48
47083	10.45	155.26
47084	26.55	407.69
47085	22.7	338.24
47086	32.27	488.06
47087	24.13	368.45
47088	8.19	108.92
47089	11.56	170.22
47090	14.04	212.23
47091	14.87	224.51
47092	18.03	279.61
47093	10.91	172.06
47094	40.51	606.55
47095	13.88	212.05
47096	25.79	391.96
47097	18.2	281.84
47098	30.79	461.57
47099	32.65	490.61
47100	30.23	455.4
47101	11.28	166.23
47102	18.21	277.05
47103	24.46	365.47
47104	31.11	463.85
47105	57.13	848.93
47106	18.01	266.11
47107	13.92	205.37
47108	16.65	245.93
47109	42.83	635.69
47110	25.95	391.84
47111	8.28	129.93
47112	6.72	101.99
47113	31.08	476.57
47114	23.45	355.29
47115	17.75	267.56
47116	14.23	212.4
47117	42.38	622.32
47118	27.67	413.96
47119	72.19	1079.22
47120	26.5	398.58
47121	29.21	436.88
47122	14.03	216.4
47123	13.88	208.03
47124	13.67	197.29
47125	18.18	270.37
47126	20.7	318.29
47127	27.45	415.69
47128	27.05	405.65
47129	10.87	164.07
47130	10.46	157.43
47131	44.17	672.14
47132	21.91	325.94
47133	12.35	186.74
47134	10.91	158.53
47135	17.3	255.7
47136	11.73	168.25
47137	22.47	333.02
47138	34.25	514.53
47139	24.33	361.23
47140	36.77	555.07
47141	15.83	248.15
47142	9.16	131
47143	19.91	298.26
47144	14.12	210.52
47145	28.99	433.27
47146	13.1	211.56
47147	17.33	258.6
47148	32.18	476.54
47149	24.55	370.67
47150	15.76	236.09
47151	20.69	309.82
47152	11.72	183.45
47153	29.81	455.72
47154	48.48	727.42
47155	20.8	309.34
47156	7.18	102.68
47157	29.59	444.55
47158	10.16	152.17
47159	20.01	301.17
47160	39.2	586.76
47161	29.83	445.93
47162	37.85	567.37
47163	14.1	209.69
47164	22.26	339.91
47165	19.41	284.98
47166	13.51	201.25
47167	40.75	606.36
47168	6.75	95.36
47169	28.7	435.51
47170	11.17	171.26
47171	21.61	325.04
47172	31.24	460.48
47173	20.07	296.82
47174	68.52	1035.28
47175	21.47	323.23
47176	43.64	652.67
47177	21.71	324.25
47178	14.18	214.06
47179	55.13	827.89
