Obs	HORAS_CONSUMO_STREAMING	GASTO_STREAMING
36620	9.79	 $346.74 
36621	10.33	 $291.64 
36622	14.56	 $466.89 
36623	10.92	 $253.20 
36624	16.35	" $1,001.71 "
36625	9.4	 $338.32 
36626	11.88	 $417.07 
36627	7.97	 $589.69 
36628	9.96	 $433.77 
36629	4.42	 $638.59 
36630	9.55	 $448.04 
36631	14.86	 $644.28 
36632	11.06	 $361.51 
36633	11.63	 $710.96 
36634	11.21	 $378.31 
36635	15.47	 $648.28 
36636	12.46	 $352.67 
36637	12.82	 $419.43 
36638	16.46	 $661.95 
36639	11.44	 $575.11 
36640	11.16	 $351.51 
36641	12.56	 $644.83 
36642	13.16	 $447.07 
36643	10.09	 $599.03 
36644	14.24	 $500.33 
36645	13.89	 $532.35 
36646	9.05	 $350.06 
36647	9.76	 $476.93 
36648	14.71	 $535.31 
36649	16.22	 $513.64 
36650	16.72	 $401.50 
36651	14.02	 $482.80 
36652	11.49	 $352.10 
36653	10.74	 $491.21 
36654	12.72	 $539.44 
36655	9.83	 $316.00 
36656	11.75	 $533.38 
36657	14.41	 $277.08 
36658	14.11	 $378.14 
36659	10.49	 $435.51 
36660	10.01	 $506.63 
36661	8.14	 $369.27 
36662	12.1	 $824.05 
36663	13.39	 $301.23 
36664	7.23	 $349.62 
36665	4.51	 $709.30 
36666	10.26	 $617.49 
36667	11.88	 $631.37 
36668	13.54	 $503.36 
36669	14.62	 $851.30 
36670	9.45	 $491.30 
36671	10.23	 $463.16 
36672	12.11	 $529.46 
36673	10.29	 $628.21 
36674	14.17	 $307.64 
36675	12.94	 $417.03 
36676	15.57	 $569.62 
36677	8.95	 $368.67 
36678	13.67	 $544.47 
36679	16.39	" $1,210.07 "
36680	8.31	 $510.50 
36681	12.48	 $450.73 
36682	11.68	 $422.90 
36683	8.37	 $371.47 
36684	12.49	 $293.76 
36685	8.21	 $770.54 
36686	6.89	 $348.47 
36687	13.29	 $633.68 
36688	13.95	 $320.96 
36689	14.17	 $446.43 
36690	12.75	 $371.56 
36691	11.22	 $351.84 
36692	17.06	" $1,284.59 "
36693	13.94	 $456.88 
36694	13.2	 $710.54 
36695	13.06	 $909.84 
36696	19.84	" $1,203.03 "
36697	6.79	 $330.02 
36698	13.19	 $452.69 
36699	11.94	 $438.54 
36700	15.07	 $478.56 
36701	13.69	 $142.58 
36702	13.27	 $381.07 
36703	13.16	 $366.79 
36704	14.48	 $373.83 
36705	17.35	 $784.61 
36706	16.95	 $965.61 
36707	12.33	 $360.92 
36708	14.13	 $554.00 
36709	10.37	 $396.87 
36710	17.33	 $929.44 
36711	5.25	 $468.54 
36712	17.89	 $486.52 
36713	11.37	 $535.82 
36714	13.27	 $282.92 
36715	15.6	 $429.13 
36716	15.68	" $1,527.98 "
36717	9.83	 $484.12 
36718	12.03	 $323.22 
36719	10.48	 $783.30 
36720	18.64	" $1,005.44 "
36721	16.82	 $520.18 
36722	10.49	 $354.61 
36723	13.02	 $588.80 
36724	11.07	 $227.75 
36725	8.9	 $448.08 
36726	8.4	 $513.72 
36727	11.38	 $564.55 
36728	14.89	 $749.23 
36729	17.94	 $701.57 
36730	14.78	 $471.42 
36731	10.34	 $305.13 
36732	11.43	 $520.02 
36733	13.29	 $327.73 
36734	13.31	 $638.96 
36735	11.98	 $544.32 
36736	16.76	 $610.29 
36737	14.34	 $844.16 
36738	11.23	 $712.67 
36739	8.78	 $708.65 
36740	10.25	 $894.58 
36741	16.57	 $708.32 
36742	15.8	 $397.08 
36743	11.64	 $530.08 
36744	11.13	 $440.62 
36745	10.85	 $527.63 
36746	13.67	 $363.57 
36747	9.11	 $735.44 
36748	12.65	 $505.84 
36749	14.53	 $371.05 
36750	17.09	 $454.90 
36751	12.89	 $408.09 
36752	13.85	 $394.43 
36753	17.03	 $479.57 
36754	15.54	 $341.36 
36755	13.4	 $457.22 
36756	12.08	 $433.55 
36757	8.11	 $360.74 
36758	13.3	 $546.91 
36759	16.72	 $562.39 
36760	8.11	 $440.06 
36761	14.71	 $656.97 
36762	15.13	" $1,045.13 "
36763	14.53	 $254.95 
36764	13.47	 $458.90 
36765	10.3	 $569.28 
36766	13.52	 $304.07 
36767	18.44	 $867.55 
36768	17.58	 $271.21 
36769	16.2	 $879.15 
36770	18.3	 $828.56 
36771	14.69	 $614.55 
36772	9.2	 $428.47 
36773	9.77	 $524.56 
36774	11.57	 $396.16 
36775	10.15	 $494.96 
36776	11.05	 $603.19 
36777	13.13	 $404.63 
36778	14.5	" $1,052.67 "
36779	19.06	" $1,391.38 "
36780	8.89	 $405.98 
36781	9.47	 $475.39 
36782	18.11	" $1,505.19 "
36783	8.26	 $451.47 
36784	10.85	 $857.66 
36785	12.4	 $738.07 
36786	11.7	" $1,212.10 "
36787	15.09	 $360.79 
36788	13.3	 $515.47 
36789	11.93	 $869.51 
36790	6.09	 $376.77 
36791	8.15	 $507.40 
36792	17.15	 $540.53 
36793	13.96	 $810.71 
36794	12.79	 $434.35 
36795	10.62	 $650.78 
36796	15.59	 $313.98 
36797	15.58	 $460.66 
36798	13.2	 $286.98 
36799	13.89	 $422.80 
36800	18.1	 $364.87 
36801	12.23	 $354.50 
36802	10.24	 $626.03 
36803	7.26	 $416.47 
36804	12.56	 $477.52 
36805	15.82	 $661.61 
36806	13.27	 $705.61 
36807	3.42	 $480.28 
36808	13.13	 $603.13 
36809	13.34	 $503.27 
36810	13.99	 $554.77 
36811	12.25	 $322.85 
36812	14.24	 $574.53 
36813	13.45	 $703.75 
36814	7.14	 $532.47 
36815	13.9	 $434.81 
36816	10.39	 $419.88 
36817	8.19	 $310.07 
36818	15.38	 $398.71 
36819	9.29	 $427.49 
36820	10.79	 $551.51 
36821	11.52	 $540.36 
36822	7.38	 $371.38 
36823	11.44	" $1,168.80 "
36824	16.42	 $464.23 
36825	13.09	 $252.91 
36826	15.67	 $499.13 
36827	11.06	 $190.31 
36828	14.15	 $470.54 
36829	13.37	 $152.21 
36830	12.43	 $395.43 
36831	13.06	 $353.99 
36832	11.41	 $443.17 
36833	11.27	 $551.86 
36834	14.13	 $807.90 
36835	19.36	 $504.34 
36836	7.11	 $499.15 
36837	10.16	 $198.70 
36838	13.71	 $360.86 
36839	12.28	 $567.05 
36840	14.07	 $521.64 
36841	4.75	 $404.40 
36842	14.97	 $472.11 
36843	10.11	 $522.27 
36844	10.38	 $665.88 
36845	12.79	 $557.81 
36846	8.65	 $783.74 
36847	14.3	 $481.99 
36848	11.89	 $488.82 
36849	18.24	 $739.82 
36850	11.2	 $329.00 
36851	17.94	" $1,114.61 "
36852	10.86	 $553.03 
36853	14.39	 $780.65 
36854	10.85	 $689.84 
36855	4.4	 $891.17 
36856	10.12	 $303.38 
36857	15.8	 $615.46 
36858	11.72	 $453.76 
36859	11.34	 $514.24 
36860	18.74	 $402.97 
36861	11.67	 $576.60 
36862	12.75	 $576.06 
36863	13.57	 $679.53 
36864	17.14	 $596.13 
36865	12.83	" $1,101.88 "
36866	11.28	 $397.79 
36867	9.66	 $585.90 
36868	7.38	 $588.73 
36869	17.32	 $719.62 
36870	15.7	" $1,664.38 "
36871	10.83	 $201.79 
36872	12.6	 $549.10 
36873	11.47	 $368.61 
36874	14.72	 $567.69 
36875	6.9	 $232.33 
36876	13.07	 $801.59 
36877	7.62	 $514.30 
36878	11.84	 $550.53 
36879	13.76	 $447.23 
36880	10.8	 $229.73 
36881	8.2	 $250.47 
36882	17.92	 $885.47 
36883	7.94	 $374.65 
36884	14.76	 $543.65 
36885	14.33	 $404.62 
36886	14.6	 $221.88 
36887	11.59	 $365.31 
36888	15.53	 $797.84 
36889	12.36	 $572.06 
36890	8.51	 $438.50 
36891	10.41	 $237.92 
36892	17.11	 $773.98 
36893	16.88	" $1,099.19 "
36894	9.91	 $711.58 
36895	11.35	 $566.83 
36896	9.55	 $268.96 
36897	9.03	 $393.70 
36898	8.49	 $915.03 
36899	14.86	 $564.47 
36900	11.46	 $658.74 
36901	16.69	 $627.91 
36902	14.44	 $816.27 
36903	6.06	 $253.66 
36904	15.26	 $428.24 
36905	11.08	 $513.18 
36906	14.7	 $545.46 
36907	14.04	 $744.71 
36908	7.29	 $253.04 
36909	14.11	 $477.71 
36910	8.62	 $865.85 
36911	16.86	 $661.81 
36912	11.65	 $753.49 
36913	7.06	 $304.81 
36914	10.42	 $649.49 
36915	13	 $637.01 
36916	12.96	 $305.89 
36917	7.82	 $320.78 
36918	12.98	 $376.38 
36919	12.75	 $487.08 
36920	15.7	 $665.01 
36921	14.33	 $636.67 
36922	10.1	 $406.48 
36923	14.51	 $369.53 
36924	14.38	 $363.72 
36925	12.46	 $690.16 
36926	13.36	 $445.78 
36927	11.89	 $410.74 
36928	12.54	 $425.83 
36929	11.43	 $403.54 
36930	10.53	 $571.37 
36931	11.24	 $789.16 
36932	10.25	 $303.45 
36933	16.45	 $498.15 
36934	13.4	 $788.60 
36935	14.55	" $1,139.63 "
36936	11.26	 $450.10 
36937	11.95	 $341.30 
36938	12.17	 $473.50 
36939	17.75	 $582.90 
36940	10.87	 $275.82 
36941	17.88	 $321.69 
36942	11.49	 $593.46 
36943	18.28	 $433.99 
36944	15.77	 $939.90 
36945	12.79	 $607.43 
36946	7.41	 $438.48 
36947	14.83	 $892.55 
36948	11.41	 $386.31 
36949	14.79	 $672.70 
36950	13.26	 $344.32 
36951	8.59	 $480.92 
36952	7.77	 $542.52 
36953	10.35	 $629.01 
36954	16.07	 $449.00 
36955	14.41	 $293.54 
36956	15.62	 $538.41 
36957	8.13	 $428.20 
36958	14.1	 $474.33 
36959	9.02	 $685.63 
36960	16.27	 $207.48 
36961	10.09	 $305.42 
36962	10.53	 $505.56 
36963	11.18	 $589.15 
36964	11.79	 $687.39 
36965	13.91	 $683.77 
36966	16.99	 $815.30 
36967	14.28	 $709.90 
36968	14.87	 $764.43 
36969	17.23	 $604.70 
36970	12.74	 $348.13 
36971	17.61	 $250.24 
36972	7.65	 $367.61 
36973	10.14	 $262.04 
36974	11.15	 $559.96 
36975	12.36	 $982.45 
36976	11.62	 $690.94 
36977	16.49	 $579.99 
36978	16.28	 $382.45 
36979	5.23	 $403.93 
36980	17.07	 $704.08 
36981	9.07	 $373.35 
36982	13.72	 $796.33 
36983	12.44	 $319.75 
36984	13.76	 $350.71 
36985	10.87	 $305.27 
36986	16.65	 $673.26 
36987	9.43	 $467.98 
36988	15.91	 $594.65 
36989	15.09	 $675.86 
36990	15.74	 $493.76 
36991	21.63	" $1,846.24 "
36992	15.04	 $240.75 
36993	11.34	 $437.89 
36994	10.88	 $385.73 
36995	15.23	 $672.81 
36996	9.26	 $590.65 
36997	12.48	 $393.91 
36998	11.46	 $426.07 
36999	19.37	 $951.46 
37000	8.29	 $358.35 
37001	11.83	 $415.22 
37002	19.35	 $766.08 
37003	8.73	 $311.92 
37004	12.7	 $668.83 
37005	10.87	 $816.69 
37006	10.09	 $390.21 
37007	9.8	 $376.90 
37008	12.57	 $611.67 
37009	10.53	 $381.02 
37010	13.79	 $396.10 
37011	10.02	 $311.95 
37012	11.23	 $174.26 
37013	11.85	 $314.72 
37014	22.49	" $2,370.76 "
37015	12.29	 $499.56 
37016	10.64	 $412.95 
37017	17.17	 $580.79 
37018	8.02	 $453.66 
37019	13.52	 $615.72 
37020	13.16	 $504.39 
37021	16.36	 $612.08 
37022	11.8	 $833.61 
37023	15.42	 $690.77 
37024	9.99	 $262.35 
37025	10.17	 $598.93 
37026	17.53	 $682.52 
37027	15	 $359.63 
37028	8.71	 $516.28 
37029	17.58	 $906.43 
37030	17.42	" $1,354.99 "
37031	12.61	 $457.34 
37032	10.51	 $329.20 
37033	13.81	 $507.33 
37034	12.68	 $546.38 
37035	13.09	 $349.92 
37036	11.32	 $388.48 
37037	14.87	 $644.60 
37038	12.56	 $676.53 
37039	7.43	 $417.57 
37040	10.71	 $541.22 
37041	19.08	 $520.19 
37042	12.16	 $575.08 
37043	12.18	 $458.47 
37044	9.7	 $733.80 
37045	7.63	 $344.69 
37046	16.4	 $422.31 
37047	8.88	 $739.18 
37048	10.59	 $507.27 
37049	15.53	 $878.23 
37050	11.93	 $618.76 
37051	16.96	 $942.99 
37052	11.61	 $391.77 
37053	8.91	 $238.69 
37054	16.2	 $779.41 
37055	9.12	 $499.07 
37056	15.93	 $772.42 
37057	7.97	 $397.85 
37058	14.99	 $588.82 
37059	10.87	 $570.72 
37060	18.51	 $441.89 
37061	10.4	 $668.95 
37062	11.54	 $681.00 
37063	18.98	 $833.98 
37064	12.98	 $628.28 
37065	13.57	 $789.60 
37066	10.79	 $462.69 
37067	13.79	 $378.55 
37068	10.8	 $731.40 
37069	13.39	 $413.05 
37070	8.65	 $296.60 
37071	9.91	 $509.25 
37072	15.79	 $480.11 
37073	13.3	 $309.09 
37074	9.78	 $599.52 
37075	12.51	 $441.56 
37076	11.54	 $619.53 
37077	12.69	 $490.41 
37078	17.2	 $405.66 
37079	14.9	 $382.51 
37080	15.97	 $686.27 
37081	11.79	 $189.03 
37082	13.6	 $307.97 
37083	11.51	 $647.73 
37084	12.01	 $470.32 
37085	12.19	 $379.18 
37086	8.01	 $218.53 
37087	11.6	 $389.71 
37088	14.71	 $571.73 
37089	9.93	 $409.40 
37090	12.94	 $393.65 
37091	12.27	 $430.87 
37092	15.93	 $808.21 
37093	11.2	 $650.79 
37094	10.79	 $486.03 
37095	15.11	 $382.21 
37096	11.83	 $509.55 
37097	11.45	 $508.33 
37098	11.52	 $287.03 
37099	12.19	 $481.91 
37100	17.37	" $1,266.87 "
37101	19.24	" $1,256.26 "
37102	7.44	 $346.81 
37103	11.48	 $757.17 
37104	5.87	 $485.06 
37105	11.38	 $455.02 
37106	10.96	 $651.49 
37107	8.07	 $579.18 
37108	12.6	 $394.53 
37109	16.21	 $374.34 
37110	7.89	 $288.95 
37111	13.88	 $572.05 
37112	9.53	 $368.28 
37113	18.32	 $914.37 
37114	12.75	 $560.18 
37115	15.69	 $423.39 
37116	11.94	 $291.33 
37117	11.76	 $285.24 
37118	16.91	 $627.32 
37119	13.59	 $642.65 
37120	10.31	 $326.39 
37121	12.14	 $439.94 
37122	16.69	" $1,099.84 "
37123	11.78	 $780.54 
37124	8.98	 $708.28 
37125	8.07	 $336.58 
37126	6.33	 $407.57 
37127	11.88	 $620.44 
37128	12.35	 $585.56 
37129	13.54	 $435.95 
37130	11.49	 $367.51 
37131	10.59	 $628.93 
37132	9.77	 $544.90 
37133	14.74	 $741.38 
37134	14.78	 $845.28 
37135	12.26	 $348.34 
37136	3.93	 $299.33 
37137	19.67	 $453.89 
37138	12.43	 $427.23 
37139	12.87	 $700.63 
37140	14.77	 $506.10 
37141	12.78	 $640.44 
37142	12.75	 $454.48 
37143	10.85	 $305.21 
37144	9.58	 $449.93 
37145	14.7	 $762.53 
37146	12.16	 $471.41 
37147	16.04	 $822.03 
37148	13.01	 $278.14 
37149	7.89	 $219.56 
37150	6.37	 $595.01 
37151	14.32	 $908.13 
37152	8.35	 $230.83 
37153	8.71	 $465.92 
37154	13	 $431.80 
37155	10.74	 $569.33 
37156	13.12	 $424.82 
37157	10.38	 $546.02 
37158	11.31	 $469.26 
37159	18.46	 $883.02 
37160	14.81	 $329.77 
37161	12.63	 $453.58 
37162	15.41	 $572.18 
37163	11.15	 $397.13 
37164	12.25	 $711.53 
37165	12.68	 $598.55 
37166	11.17	 $304.98 
37167	12.12	 $389.03 
37168	10.47	 $370.18 
37169	16.87	 $354.24 
37170	12.03	 $281.05 
37171	8.14	 $364.79 
37172	14.45	 $481.32 
37173	17.05	 $288.56 
37174	11.53	 $564.98 
37175	9.5	 $383.04 
37176	13.32	 $588.97 
37177	11.17	 $599.48 
37178	13.76	 $649.24 
37179	16.47	 $507.69 
37180	12.21	 $388.20 
37181	13.95	 $570.86 
37182	11.29	 $386.28 
37183	9.36	 $553.80 
37184	14.6	 $239.57 
37185	17.13	" $1,028.95 "
37186	10.53	 $441.54 
37187	9.41	 $231.86 
37188	17.47	 $767.27 
37189	16.73	 $873.33 
37190	14.18	 $553.98 
37191	11.73	 $736.25 
37192	14.49	" $1,089.48 "
37193	6.72	 $429.73 
37194	13.22	 $333.22 
37195	15.03	 $461.90 
37196	18.88	" $1,329.46 "
37197	16.28	 $526.12 
37198	19.44	 $483.46 
37199	13.37	 $364.98 
37200	13.22	 $243.04 
37201	14.65	 $500.64 
37202	12.99	 $683.46 
37203	15.6	 $451.97 
37204	15	 $289.96 
37205	14.66	 $716.41 
37206	17.16	 $444.14 
37207	13.67	 $331.98 
37208	14.75	 $455.49 
37209	11.43	 $364.97 
37210	13.74	 $394.65 
37211	15.95	" $1,053.00 "
37212	11.12	 $606.13 
37213	5.82	 $398.72 
37214	10.64	 $345.66 
37215	12.22	 $355.60 
37216	7.94	 $376.80 
37217	14.09	 $377.71 
37218	9.5	 $319.88 
37219	8.94	 $242.63 
37220	11.73	 $805.50 
37221	6.12	 $354.62 
37222	11.55	 $540.25 
37223	11.89	 $318.10 
37224	13.47	 $235.11 
37225	13.42	 $558.73 
37226	14.49	 $762.09 
37227	9.81	 $485.59 
37228	15.23	 $465.62 
37229	17.13	 $605.52 
37230	9.81	 $563.85 
37231	8.77	 $422.82 
37232	9.76	 $406.87 
37233	10.42	 $577.80 
37234	13.49	 $265.64 
37235	10.26	 $245.46 
37236	8.44	 $271.58 
37237	15.11	 $684.49 
37238	10.59	 $283.77 
37239	16.72	 $522.20 
37240	13.94	 $305.30 
37241	14.25	 $332.19 
37242	17.41	 $763.71 
37243	7.76	 $382.43 
37244	18.8	 $630.72 
37245	11.58	 $884.25 
37246	9.41	 $172.26 
37247	15.7	 $483.15 
37248	13.78	 $220.34 
37249	8.18	 $500.73 
37250	15.51	 $806.82 
37251	14.67	 $305.30 
37252	12.48	 $790.58 
37253	12.33	 $638.41 
37254	12.22	 $636.55 
37255	14.28	 $563.86 
37256	12.01	 $590.35 
37257	5.86	 $612.36 
37258	13.03	 $557.63 
37259	17.84	" $1,144.61 "
37260	8.55	 $764.20 
37261	9.41	 $484.13 
37262	20.57	 $315.11 
37263	9.5	 $527.09 
37264	11.67	 $334.81 
37265	7.71	 $338.44 
37266	14.68	 $597.70 
37267	17.11	 $644.72 
37268	12.24	 $498.86 
37269	9.72	 $333.66 
37270	14.22	 $433.94 
37271	13.56	 $419.20 
37272	13.45	 $242.35 
37273	11.7	" $1,026.14 "
37274	10.8	 $839.28 
37275	11.62	 $663.85 
37276	14.76	 $530.20 
37277	13.05	 $580.35 
37278	8.31	 $503.62 
37279	10.56	 $255.52 
37280	12.15	 $758.26 
37281	21.97	 $567.24 
37282	13.6	 $286.18 
37283	16.73	 $457.73 
37284	13.57	 $641.71 
37285	11.65	 $309.90 
37286	16.94	 $810.72 
37287	8.12	 $455.63 
37288	15.77	 $551.01 
37289	13.04	 $681.30 
37290	13.92	 $535.54 
37291	14.12	 $562.62 
37292	9.85	 $469.78 
37293	12.91	 $476.80 
37294	8.29	 $617.90 
37295	13.73	 $687.28 
37296	11.67	 $480.15 
37297	14.71	 $597.40 
37298	10.73	 $280.93 
37299	18.16	 $537.29 
37300	16.83	 $365.43 
37301	17.85	 $620.23 
37302	13.85	 $407.19 
37303	11.77	 $668.76 
37304	14.89	 $706.02 
37305	13.24	 $776.19 
37306	14.12	 $179.03 
37307	14.16	 $699.66 
37308	7.39	 $410.00 
37309	12.28	 $409.70 
37310	12.72	 $437.37 
37311	16.3	 $665.94 
37312	10.99	 $456.30 
37313	6.56	 $178.13 
37314	8.29	 $431.93 
37315	12.04	 $660.73 
37316	13.48	 $426.86 
37317	9.95	 $537.97 
37318	9.68	 $334.38 
37319	12.97	 $984.01 
37320	6.55	 $578.86 
37321	10.79	 $290.28 
37322	14.67	 $348.85 
37323	7.03	 $582.69 
37324	10.23	" $1,059.58 "
37325	14.52	 $445.01 
37326	13.55	 $575.55 
37327	17.36	 $382.52 
37328	12.14	 $664.58 
37329	9.62	 $414.02 
37330	15.95	 $610.72 
37331	10.99	 $431.59 
37332	10.23	 $325.29 
37333	11.62	 $208.28 
37334	12.81	 $638.29 
37335	12.89	 $356.77 
37336	18.19	 $322.91 
37337	10.53	 $230.68 
37338	13.67	 $363.34 
37339	10.29	 $631.23 
37340	14.27	 $266.79 
37341	8.81	 $268.40 
37342	15.62	 $619.24 
37343	10.69	 $332.46 
37344	7.88	 $294.44 
37345	12.36	 $476.35 
37346	14.82	 $945.24 
37347	11.2	 $383.67 
37348	8.76	 $252.10 
37349	11.63	 $426.40 
37350	6.47	 $383.62 
37351	14.64	" $1,219.94 "
37352	18.3	 $416.43 
37353	9.7	 $216.89 
37354	13.8	 $616.89 
37355	9.21	 $499.04 
37356	17.57	 $776.36 
37357	12.69	 $652.13 
37358	11.27	 $418.89 
37359	12.66	 $742.92 
37360	7.83	 $407.82 
37361	12.06	 $504.86 
37362	9.29	 $858.99 
37363	18.91	 $672.26 
37364	10.62	 $280.21 
37365	15.61	 $692.72 
37366	14.36	 $428.54 
37367	16.53	 $383.91 
37368	10.75	 $217.64 
37369	13.54	 $391.83 
37370	16.22	 $430.61 
37371	12.02	 $573.27 
37372	11.14	 $253.15 
37373	12.51	 $583.52 
37374	8.63	 $483.65 
37375	14.17	 $332.47 
37376	18.47	 $285.03 
37377	13.81	 $472.95 
37378	14.56	 $316.69 
37379	10.37	 $416.71 
37380	11.11	 $546.61 
37381	12.58	 $290.92 
37382	12.89	 $509.73 
37383	9.96	 $466.87 
37384	18.49	 $582.04 
37385	11.56	 $753.58 
37386	16.71	 $339.01 
37387	11.25	 $488.70 
37388	9.28	 $722.74 
37389	15.26	 $826.27 
37390	13.12	 $520.57 
37391	13.06	 $365.01 
37392	11.32	 $557.59 
37393	16.93	 $580.92 
37394	15.25	 $549.89 
37395	9.72	 $516.88 
37396	18.8	 $582.15 
37397	17.86	 $588.27 
37398	17	 $528.83 
37399	19.33	 $565.53 
37400	11.18	 $731.06 
37401	13.68	" $1,052.01 "
37402	15.32	 $420.76 
37403	17.3	 $780.46 
37404	11.49	 $647.70 
37405	7.94	 $477.16 
37406	16.17	 $622.58 
37407	18.41	 $625.89 
37408	12.7	 $561.07 
37409	14.73	 $499.75 
37410	11.79	 $786.15 
37411	12.02	 $467.55 
37412	14.47	 $451.21 
37413	9.31	 $472.07 
37414	12.8	 $482.25 
37415	13.48	 $403.26 
37416	14.05	 $459.22 
37417	11.49	 $576.69 
37418	11.05	 $752.40 
37419	13.96	 $606.27 
37420	13.91	 $452.90 
37421	10.63	 $335.39 
37422	9.29	 $226.50 
37423	17.44	 $368.06 
37424	10.46	 $746.87 
37425	15.87	 $316.32 
37426	15.33	 $882.89 
37427	9.42	 $452.63 
37428	7.63	 $261.27 
37429	15.93	 $651.61 
37430	17.09	 $624.63 
37431	13.45	 $391.69 
37432	15.19	 $662.57 
37433	11.91	 $509.45 
37434	8.55	 $209.88 
37435	13.01	 $652.27 
37436	12.66	 $481.98 
37437	9.42	 $528.29 
37438	10.73	 $887.06 
37439	5.44	 $350.08 
37440	10	 $577.61 
37441	13.94	 $293.69 
37442	12.55	 $400.74 
37443	8.9	 $295.70 
37444	9.55	 $366.00 
37445	12.01	 $713.94 
37446	8.17	 $239.52 
37447	7.22	 $149.44 
37448	11.21	 $336.25 
37449	9.12	 $605.73 
37450	14.1	" $1,026.21 "
37451	15.79	 $406.77 
37452	10.14	 $368.22 
37453	12.02	 $452.93 
37454	8.91	 $652.78 
37455	17.1	 $555.18 
37456	15.95	 $416.16 
37457	10.56	 $309.86 
37458	13.8	 $507.03 
37459	18.12	 $705.43 
37460	17.43	" $1,154.07 "
37461	14.78	 $628.91 
37462	13.55	 $748.32 
37463	15.74	 $335.72 
37464	10.21	 $270.70 
37465	12.32	 $653.90 
37466	14.29	 $422.19 
37467	14.48	 $522.97 
37468	10.83	 $535.43 
37469	12.1	 $242.63 
37470	15.48	 $791.28 
37471	11.24	 $634.48 
37472	8.25	 $221.59 
37473	11.8	 $416.90 
37474	14.42	 $392.61 
37475	15.98	" $1,061.44 "
37476	11.64	 $771.24 
37477	10.43	 $496.81 
37478	11.96	 $223.05 
37479	13.05	 $652.74 
37480	15.05	 $955.67 
37481	11.85	 $609.89 
37482	19.87	 $348.46 
37483	12.24	 $621.44 
37484	4.81	 $359.48 
37485	11.19	 $459.95 
37486	10.48	 $341.33 
37487	16.88	 $812.91 
37488	13.53	 $378.81 
37489	8.98	 $270.06 
37490	14.13	 $358.96 
37491	12.24	 $536.10 
37492	13.92	 $345.51 
37493	14.53	 $407.34 
37494	15.36	 $898.03 
37495	11.89	 $406.28 
37496	12.38	 $484.47 
37497	13.38	 $613.63 
37498	18.44	 $514.15 
37499	10.79	 $597.51 
37500	9.44	 $438.37 
37501	10.96	 $302.90 
37502	15.4	 $659.25 
37503	14.17	 $610.84 
37504	10.26	 $541.46 
37505	5.87	 $426.24 
37506	10.24	 $649.85 
37507	12.3	 $514.40 
37508	20.05	 $781.35 
37509	11.74	 $315.81 
37510	10.58	 $770.75 
37511	9.1	 $403.38 
37512	10.51	 $502.43 
37513	8.62	 $565.03 
37514	11.13	 $461.21 
37515	9.33	 $702.41 
37516	16.65	 $539.51 
37517	11.6	 $530.31 
37518	13.68	 $423.00 
37519	11.45	 $297.27 
37520	10.08	 $557.20 
37521	9.89	 $560.29 
37522	11.82	 $804.81 
37523	9.47	 $619.58 
37524	14.56	 $734.88 
37525	12.47	 $348.61 
37526	14.11	 $354.86 
37527	15.43	 $585.89 
37528	10.01	 $412.78 
37529	12.52	 $571.22 
37530	10.88	 $440.31 
37531	13.57	 $407.20 
37532	14.1	" $1,182.66 "
37533	12.54	 $411.33 
37534	14.21	 $399.59 
37535	11.09	 $657.11 
37536	11.13	 $263.39 
37537	9.79	 $397.39 
37538	18.83	 $329.51 
37539	9.12	 $302.04 
37540	9.14	 $584.83 
37541	11.23	 $596.60 
37542	12.97	 $729.20 
37543	8.78	 $467.91 
37544	15.31	 $852.60 
37545	8.71	 $807.71 
37546	14.71	 $377.09 
37547	16.62	 $420.92 
37548	12.09	 $246.84 
37549	13.17	 $761.65 
37550	10.16	 $399.96 
37551	13.92	 $538.79 
37552	13.16	 $374.59 
37553	11.4	 $331.77 
37554	14.23	 $543.64 
37555	8.83	 $532.48 
37556	16.26	" $1,519.92 "
37557	16.44	 $460.33 
37558	10.52	 $390.00 
37559	17.39	 $357.92 
37560	12.07	 $507.41 
37561	8.74	 $335.88 
37562	8.02	 $474.72 
37563	8.84	 $386.68 
37564	5.59	 $464.89 
37565	13.17	 $462.10 
37566	14.86	 $589.80 
37567	10.35	 $421.66 
37568	11.87	 $285.67 
37569	7.01	 $653.17 
37570	9.1	 $515.19 
37571	14.86	 $858.22 
37572	12.05	 $327.65 
37573	7.47	 $401.96 
37574	15.52	 $760.54 
37575	13.38	 $415.57 
37576	11.12	 $693.39 
37577	15.68	 $498.85 
37578	11.72	 $491.50 
37579	15.26	 $549.01 
37580	13.25	 $523.29 
37581	16.9	 $698.32 
37582	10.35	 $645.07 
37583	15.47	 $347.44 
37584	9.89	 $378.82 
37585	15	 $495.61 
37586	10.55	 $465.12 
37587	12.21	 $589.03 
37588	12.08	 $456.71 
37589	8.75	 $683.88 
37590	11.21	 $346.56 
37591	13.22	 $522.17 
37592	11.07	 $386.71 
37593	10.26	 $676.77 
37594	10.59	 $384.84 
37595	7.62	 $240.04 
37596	19.75	" $1,040.91 "
37597	16.08	 $800.01 
37598	12.47	 $796.07 
37599	14.39	 $459.85 
37600	6.09	 $403.22 
37601	11.31	 $427.18 
37602	13.11	 $498.24 
37603	13.56	 $366.25 
37604	12.95	 $419.98 
37605	11.11	 $473.60 
37606	17.1	 $895.51 
37607	10.13	 $404.07 
37608	12.77	 $402.00 
37609	10.99	 $243.84 
