Obs	NO_SEGUIDORES	INGRESOS_POR_CONTENIDO_ONLINE
37867	10467	" $2,887.23 "
37868	9367	" $7,395.90 "
37869	4753	" $2,046.10 "
37870	8802	" $3,222.80 "
37871	27457	" $3,617.49 "
37872	33831	" $6,290.92 "
37873	6881	" $5,086.17 "
37874	9997	" $3,735.13 "
37875	6460	" $7,300.46 "
37876	11732	" $4,480.95 "
37877	32342	" $10,114.99 "
37878	15879	" $7,652.45 "
37879	22462	" $5,562.99 "
37880	49357	" $16,207.98 "
37881	13808	" $7,472.18 "
37882	20311	" $6,512.78 "
37883	5221	" $5,829.39 "
37884	5030	" $3,367.45 "
37885	28717	" $7,336.23 "
37886	32915	" $11,248.97 "
37887	10487	" $4,143.32 "
37888	28581	" $9,589.83 "
37889	20382	" $8,246.95 "
37890	7678	" $3,666.25 "
37891	4475	" $1,991.78 "
37892	19858	" $10,409.80 "
37893	15129	" $5,913.07 "
37894	9058	" $1,721.03 "
37895	29258	" $9,751.14 "
37896	2718	 $155.01 
37897	5290	" $2,839.72 "
37898	7830	" $5,108.53 "
37899	5279	" $2,473.18 "
37900	5568	" $2,373.81 "
37901	15037	" $7,302.27 "
37902	33510	" $9,131.51 "
37903	33552	" $11,537.99 "
37904	6154	" $3,843.38 "
37905	8380	" $4,352.65 "
37906	5441	" $2,572.04 "
37907	34512	" $8,777.43 "
37908	5253	" $5,459.95 "
37909	5850	" $1,653.57 "
37910	22548	" $10,665.48 "
37911	28650	" $9,962.46 "
37912	23303	" $9,596.81 "
37913	20544	" $9,200.58 "
37914	13563	" $2,841.64 "
37915	6110	" $4,251.71 "
37916	8198	" $4,348.83 "
37917	36427	" $12,202.61 "
37918	8890	" $3,467.16 "
37919	19199	" $8,619.40 "
37920	13583	" $7,722.53 "
37921	11133	" $6,830.12 "
37922	11864	" $4,125.06 "
37923	26717	" $6,787.14 "
37924	46550	" $11,440.06 "
37925	7360	" $2,084.54 "
37926	6177	" $4,571.44 "
37927	31137	" $9,672.15 "
37928	8206	" $5,012.82 "
37929	5277	" $1,435.47 "
37930	23520	" $7,555.90 "
37931	9655	" $5,904.34 "
37932	19331	" $5,432.80 "
37933	35199	" $11,215.06 "
37934	14456	" $6,677.61 "
37935	3784	" $2,900.44 "
37936	6410	" $1,137.29 "
37937	15580	" $6,852.37 "
37938	9791	" $4,188.98 "
37939	6465	" $4,430.10 "
37940	14068	" $6,858.63 "
37941	13787	" $6,098.96 "
37942	6790	" $3,821.50 "
37943	2062	 $82.81 
37944	7613	" $5,759.92 "
37945	14136	" $5,623.66 "
37946	15396	" $4,316.27 "
37947	33475	" $11,561.26 "
37948	45250	" $10,659.74 "
37949	16816	" $8,003.98 "
37950	4733	" $4,104.54 "
37951	25338	" $8,752.47 "
37952	21950	" $6,543.19 "
37953	6915	" $3,270.41 "
37954	19838	" $3,410.85 "
37955	17890	" $7,672.80 "
37956	9944	" $4,159.06 "
37957	8745	" $5,215.83 "
37958	8866	" $4,943.86 "
37959	2459	" $2,715.33 "
37960	5532	" $4,556.13 "
37961	10652	" $3,763.20 "
37962	5916	" $3,421.50 "
37963	5323	" $2,910.34 "
37964	3187	" $3,290.02 "
37965	24826	" $7,674.60 "
37966	24528	" $9,132.44 "
37967	25853	" $7,978.45 "
37968	7453	" $6,593.58 "
37969	7952	" $6,811.16 "
37970	18314	" $6,730.78 "
37971	25574	" $8,803.29 "
37972	11950	" $4,967.39 "
37973	14677	" $2,612.69 "
37974	12486	" $2,912.60 "
37975	36403	" $12,112.70 "
37976	52776	" $16,656.32 "
37977	15051	" $6,430.02 "
37978	12464	" $3,767.91 "
37979	44484	" $14,068.36 "
37980	22276	" $6,303.90 "
37981	5537	" $5,374.84 "
37982	38002	" $10,854.03 "
37983	33028	" $8,398.08 "
37984	14139	" $2,293.60 "
37985	43775	" $13,928.81 "
37986	22249	" $8,178.45 "
37987	7674	" $4,636.32 "
37988	23711	" $6,724.41 "
37989	14959	" $8,005.71 "
37990	12310	" $4,137.04 "
37991	13310	" $7,790.04 "
37992	15825	" $5,874.71 "
37993	45632	" $11,902.86 "
37994	19692	" $6,631.23 "
37995	8126	" $2,787.66 "
37996	12988	" $3,940.34 "
37997	10396	" $2,345.49 "
37998	5166	" $2,115.06 "
37999	12231	" $3,702.63 "
38000	13108	" $6,282.15 "
38001	30105	" $7,673.35 "
38002	10601	" $5,291.33 "
38003	37769	" $9,066.48 "
38004	9199	" $4,795.78 "
38005	9841	" $8,974.45 "
38006	24734	" $9,893.95 "
38007	12352	" $7,680.18 "
38008	17707	" $6,029.09 "
38009	16028	" $6,113.77 "
38010	28760	" $8,793.42 "
38011	7587	" $1,741.33 "
38012	8434	" $4,333.34 "
38013	66379	" $20,135.25 "
38014	15616	" $4,398.57 "
38015	5353	" $3,013.91 "
38016	17624	" $7,558.21 "
38017	10171	" $4,350.13 "
38018	13681	 $505.33 
38019	14523	" $2,105.17 "
38020	17809	" $6,380.67 "
38021	8876	" $2,845.45 "
38022	48045	" $12,126.40 "
38023	28428	" $8,985.13 "
38024	7999	" $8,202.34 "
38025	35449	" $12,443.71 "
38026	7284	" $4,526.13 "
38027	5823	" $4,247.08 "
38028	2578	" $3,450.32 "
38029	5461	" $3,529.23 "
38030	48575	" $14,000.72 "
38031	12211	" $3,890.61 "
38032	3909	" $3,160.50 "
38033	10214	" $6,563.21 "
38034	11735	" $4,179.65 "
38035	9676	" $5,117.17 "
38036	4166	" $2,337.25 "
38037	13496	" $6,065.73 "
38038	10086	" $3,962.39 "
38039	17456	" $7,936.62 "
38040	10019	" $6,794.42 "
38041	28656	" $7,524.50 "
38042	11403	" $6,649.82 "
38043	44180	" $11,081.77 "
38044	15918	" $8,249.21 "
38045	8578	" $1,435.25 "
38046	6926	" $3,778.99 "
38047	34311	" $11,670.83 "
38048	28391	" $9,545.67 "
38049	11020	" $5,860.59 "
38050	16194	" $7,906.86 "
38051	17747	" $9,801.26 "
38052	6836	" $3,307.11 "
38053	49048	" $13,702.57 "
38054	16503	" $6,252.86 "
38055	9300	" $5,514.90 "
38056	43340	" $12,530.46 "
38057	34990	" $9,140.28 "
38058	13150	" $5,185.27 "
38059	4413	" $3,171.01 "
38060	8490	" $5,773.52 "
38061	12029	" $4,824.82 "
38062	12857	" $6,750.68 "
38063	30649	" $8,137.12 "
38064	27900	" $9,743.26 "
38065	26578	" $8,943.80 "
38066	10920	" $5,097.17 "
38067	51717	" $16,323.27 "
38068	8416	" $6,591.40 "
38069	20148	" $4,844.01 "
38070	9431	" $2,695.14 "
38071	12363	" $3,906.73 "
38072	3214	" $2,213.33 "
38073	12014	" $3,372.47 "
38074	11886	" $4,379.05 "
38075	2707	" $5,090.24 "
38076	25779	" $9,091.70 "
38077	26866	" $8,170.30 "
38078	22970	" $8,258.13 "
38079	11273	" $6,270.82 "
38080	22708	" $7,294.23 "
38081	45565	" $13,577.99 "
38082	21360	" $5,514.76 "
38083	74929	" $19,596.20 "
38084	8076	" $5,589.04 "
38085	32377	" $9,359.91 "
38086	17967	" $7,730.83 "
38087	4111	" $4,143.79 "
38088	20040	" $9,028.21 "
38089	35297	" $9,856.08 "
38090	16967	" $4,080.70 "
38091	4508	" $1,532.22 "
38092	7590	" $3,854.83 "
38093	38676	" $9,995.02 "
38094	9249	" $5,784.05 "
38095	11909	" $6,066.55 "
38096	9751	" $5,988.54 "
38097	8478	" $4,838.06 "
38098	2060	" $2,206.48 "
38099	17677	" $7,342.18 "
38100	25446	" $9,042.62 "
38101	12495	" $3,059.15 "
38102	40249	" $12,794.27 "
38103	10302	" $5,665.94 "
38104	22877	" $6,542.22 "
38105	21336	" $6,246.40 "
38106	6307	" $2,742.75 "
38107	12397	" $3,384.49 "
38108	1280	" $3,835.75 "
38109	10205	" $4,635.60 "
38110	4756	" $5,187.23 "
38111	16332	" $3,609.45 "
38112	27788	" $11,643.30 "
38113	27016	" $8,558.74 "
38114	26334	" $7,923.96 "
38115	6351	" $4,165.34 "
38116	49049	" $14,691.72 "
38117	14321	" $7,007.56 "
38118	12828	" $3,936.83 "
38119	7597	" $5,348.43 "
38120	35740	" $10,704.73 "
38121	14409	" $6,110.45 "
38122	39665	" $11,902.73 "
38123	17409	" $5,808.56 "
38124	24164	" $5,745.29 "
38125	20819	" $5,988.07 "
38126	21076	" $7,949.99 "
38127	23652	" $10,950.73 "
38128	10255	" $5,217.36 "
38129	21852	" $9,129.55 "
38130	5971	" $3,367.94 "
38131	23625	" $10,007.07 "
38132	14744	" $5,471.60 "
38133	16030	" $9,784.17 "
38134	27762	" $5,814.58 "
38135	9734	" $3,206.54 "
38136	23192	" $9,010.83 "
38137	9017	" $4,498.67 "
38138	16435	" $7,386.66 "
38139	19276	" $6,598.60 "
38140	8813	" $2,500.33 "
38141	7033	" $3,643.61 "
38142	9566	" $2,716.62 "
38143	11990	" $5,388.47 "
38144	6500	" $2,658.41 "
38145	16823	" $6,078.25 "
38146	6585	" $2,800.15 "
38147	7379	" $3,471.02 "
38148	22899	" $8,176.86 "
38149	7524	" $4,498.17 "
38150	18380	" $8,033.57 "
38151	4028	" $2,210.45 "
38152	27126	" $11,077.20 "
38153	21384	" $6,210.21 "
38154	6914	" $4,242.20 "
38155	8577	" $5,787.71 "
38156	7556	" $1,402.73 "
38157	7923	" $7,479.62 "
38158	8417	" $4,866.32 "
38159	16718	" $8,199.90 "
38160	8589	" $5,181.75 "
38161	12262	" $5,058.40 "
38162	4166	" $2,732.31 "
38163	11598	" $5,337.97 "
38164	8198	" $4,685.79 "
38165	15928	" $7,897.75 "
38166	28249	" $9,290.69 "
38167	51896	" $12,281.45 "
38168	6044	" $5,166.84 "
38169	9540	" $5,299.60 "
38170	3348	" $3,832.49 "
38171	12840	" $6,990.50 "
38172	25531	" $8,153.02 "
38173	8531	" $4,416.46 "
38174	15943	" $5,105.91 "
38175	24229	" $9,059.75 "
38176	41959	" $14,591.66 "
38177	21457	" $7,815.04 "
38178	26494	" $6,258.77 "
38179	13204	" $5,385.73 "
38180	55547	" $15,191.14 "
38181	25098	" $8,231.45 "
38182	27967	" $8,099.36 "
38183	4109	" $3,188.57 "
38184	22515	" $2,451.38 "
38185	10796	" $4,662.94 "
38186	30774	" $9,188.11 "
38187	37778	" $13,261.35 "
38188	2322	-$435.02 
38189	5406	" $2,299.44 "
38190	30213	" $12,449.05 "
38191	11423	" $6,177.89 "
38192	11235	" $6,067.42 "
38193	15570	" $5,964.43 "
38194	41783	" $12,177.34 "
38195	39419	" $12,331.86 "
38196	28316	" $9,233.39 "
38197	1989	" $2,303.45 "
38198	63835	" $16,060.82 "
38199	11880	" $4,011.46 "
38200	3972	" $2,685.97 "
38201	20732	" $5,992.30 "
38202	13847	" $5,980.64 "
38203	4700	" $2,895.68 "
38204	7893	" $3,671.75 "
38205	4935	" $3,599.51 "
38206	39618	" $13,964.70 "
38207	10261	" $4,158.83 "
38208	3641	" $6,750.80 "
38209	16310	" $6,715.21 "
38210	6486	" $6,467.55 "
38211	25179	" $5,470.28 "
38212	4305	" $2,515.74 "
38213	33040	" $10,846.13 "
38214	12226	" $3,534.04 "
38215	13775	" $6,343.93 "
38216	6597	" $1,458.07 "
38217	18726	" $6,599.29 "
38218	8413	" $2,250.21 "
38219	10274	" $4,134.78 "
38220	10451	" $4,173.91 "
38221	17441	" $6,653.15 "
38222	34716	" $12,725.20 "
38223	28263	" $9,547.15 "
38224	22494	" $7,238.18 "
38225	7336	" $3,006.38 "
38226	45205	" $12,994.30 "
38227	22033	" $6,533.91 "
38228	24813	" $10,170.17 "
38229	13792	" $7,017.43 "
38230	7789	" $1,223.28 "
38231	16536	" $6,828.10 "
38232	45815	" $14,006.61 "
38233	1972	" $4,915.43 "
38234	14790	" $5,839.23 "
38235	8693	" $4,289.52 "
38236	3384	" $1,891.80 "
38237	9919	" $2,609.13 "
38238	7426	" $5,694.04 "
38239	13903	" $4,501.87 "
38240	7974	" $2,668.22 "
38241	16489	" $9,500.07 "
38242	37548	" $10,370.79 "
38243	9438	" $2,077.40 "
38244	8665	" $3,702.75 "
38245	47400	" $14,268.34 "
38246	6528	" $4,129.70 "
38247	9621	" $5,071.33 "
38248	44759	" $13,409.02 "
38249	13435	" $4,908.30 "
38250	168833	" $46,620.11 "
38251	9416	" $4,761.46 "
38252	6267	" $4,713.76 "
38253	19533	" $7,534.82 "
38254	6480	" $1,950.97 "
38255	10203	" $2,702.17 "
38256	7479	" $3,130.41 "
38257	70286	" $21,336.17 "
38258	12272	" $7,714.12 "
38259	4424	" $3,427.96 "
38260	5206	" $1,719.41 "
38261	55814	" $16,144.10 "
38262	29718	" $7,664.77 "
38263	5143	" $4,506.58 "
38264	79676	" $19,692.15 "
38265	21861	" $6,297.90 "
38266	3586	" $1,478.35 "
38267	5513	" $3,870.24 "
38268	11645	" $3,282.23 "
38269	11958	" $4,126.47 "
38270	25611	" $8,167.12 "
38271	51118	" $16,182.97 "
38272	23544	" $7,720.71 "
38273	2720	" $2,957.30 "
38274	16049	" $4,478.31 "
38275	48833	" $15,075.61 "
38276	6945	" $3,684.58 "
38277	9794	" $5,293.02 "
38278	9605	" $4,940.57 "
38279	6413	" $2,743.63 "
38280	6557	" $5,888.04 "
38281	15679	" $4,581.82 "
38282	21296	" $8,533.42 "
38283	33336	" $10,714.64 "
38284	21180	" $5,972.98 "
38285	16146	" $6,803.61 "
38286	200839	" $50,205.80 "
38287	44069	" $11,179.82 "
38288	26351	" $7,057.80 "
38289	12753	" $4,915.56 "
38290	59699	" $17,658.14 "
38291	8643	" $5,032.47 "
38292	16546	" $10,374.34 "
38293	3051	" $1,217.68 "
38294	6978	" $4,312.69 "
38295	10773	" $3,117.36 "
38296	18994	" $4,211.49 "
38297	4541	" $2,515.28 "
38298	22360	" $8,644.02 "
38299	15437	" $1,852.53 "
38300	7452	" $2,534.61 "
38301	2828	" $2,053.05 "
38302	32876	" $8,244.39 "
38303	56420	" $16,272.92 "
38304	4230	" $2,122.61 "
38305	11928	" $6,141.61 "
38306	9822	" $2,708.67 "
38307	9417	" $5,317.38 "
38308	7430	" $4,345.21 "
38309	8728	" $3,348.80 "
38310	14586	" $7,258.86 "
38311	21429	" $4,800.69 "
38312	33480	" $8,304.04 "
38313	10900	" $5,489.51 "
38314	49422	" $12,188.22 "
38315	29079	" $8,171.83 "
38316	17352	" $6,961.42 "
38317	23229	" $8,215.59 "
38318	66944	" $16,716.37 "
38319	12732	" $5,151.40 "
38320	21812	" $5,316.37 "
38321	4935	" $2,266.88 "
38322	3646	" $3,597.36 "
38323	9587	" $4,397.14 "
38324	19050	" $6,885.85 "
38325	9957	" $3,840.94 "
38326	13307	" $6,178.02 "
38327	10680	" $2,551.41 "
38328	10602	" $6,070.10 "
38329	11852	" $5,404.48 "
38330	7271	" $1,364.33 "
38331	2785	" $2,128.81 "
38332	8158	" $4,877.36 "
38333	5246	" $5,064.15 "
38334	2188	-$663.73 
38335	6021	 $821.54 
38336	41300	" $12,044.43 "
38337	14964	" $6,359.08 "
38338	81479	" $23,209.00 "
38339	98696	" $25,615.26 "
38340	1397	" $4,652.54 "
38341	10276	" $4,384.77 "
38342	26371	" $11,393.77 "
38343	67670	" $19,608.88 "
38344	4143	" $3,350.70 "
38345	25637	" $8,134.57 "
38346	40931	" $14,583.88 "
38347	9680	" $3,599.79 "
38348	5326	" $4,295.72 "
38349	39045	" $12,816.24 "
38350	18982	" $6,048.33 "
38351	15603	" $4,091.86 "
38352	8564	" $4,590.19 "
38353	20523	" $4,318.77 "
38354	15863	" $3,051.26 "
38355	9625	" $3,552.30 "
38356	4234	 $638.40 
38357	10040	" $5,184.87 "
38358	12721	" $4,584.04 "
38359	26419	" $9,319.74 "
38360	12472	" $4,799.10 "
38361	9210	" $2,500.40 "
38362	9520	" $2,627.62 "
38363	14861	" $5,394.67 "
38364	5020	" $2,399.06 "
38365	22779	" $7,590.38 "
38366	13487	" $6,844.04 "
38367	6169	" $2,950.91 "
38368	5622	" $3,328.56 "
38369	44804	" $13,454.82 "
38370	8208	" $6,636.28 "
38371	11167	" $3,792.56 "
38372	4787	" $4,999.68 "
38373	8586	" $4,261.42 "
38374	29690	" $9,000.23 "
38375	15317	" $7,417.67 "
38376	18158	" $7,382.84 "
38377	14788	" $5,569.90 "
38378	8252	" $4,697.02 "
38379	17254	" $9,005.82 "
38380	26580	" $7,663.27 "
38381	6014	" $2,371.63 "
38382	21321	" $7,466.56 "
38383	42138	" $13,680.98 "
38384	42861	" $11,411.17 "
38385	9717	" $7,262.25 "
38386	11263	" $4,776.55 "
38387	10789	" $3,422.50 "
38388	8413	" $4,928.66 "
38389	14848	" $5,977.61 "
38390	5790	" $3,933.81 "
38391	6291	" $4,665.76 "
38392	6064	" $4,418.24 "
38393	7445	" $2,691.75 "
38394	5434	" $4,589.65 "
38395	4175	" $5,179.54 "
38396	8176	" $3,113.14 "
38397	9442	" $3,084.23 "
38398	5471	" $3,742.36 "
38399	9162	" $4,576.68 "
38400	5879	 $870.91 
38401	6728	" $4,496.11 "
38402	6631	" $5,167.44 "
38403	25283	" $8,657.18 "
38404	3206	" $1,543.91 "
38405	76507	" $20,905.78 "
38406	17238	" $6,385.15 "
38407	54497	" $13,367.00 "
38408	30410	" $10,100.43 "
38409	19788	" $6,996.88 "
38410	12878	" $4,762.38 "
38411	16729	" $6,780.45 "
38412	7449	" $7,727.76 "
38413	79082	" $19,354.59 "
38414	5603	" $3,511.96 "
38415	70853	" $21,877.08 "
38416	10385	" $2,823.82 "
38417	17946	" $8,556.15 "
38418	6339	 $912.34 
38419	14338	" $5,482.26 "
38420	10122	" $4,211.28 "
38421	5054	" $3,258.30 "
38422	8323	" $1,882.26 "
38423	4394	" $4,209.62 "
38424	33492	" $10,631.01 "
38425	79857	" $21,557.54 "
38426	10977	" $3,330.67 "
38427	2305	" $2,648.56 "
38428	14535	" $5,004.83 "
38429	30063	" $10,047.83 "
38430	14048	" $6,745.47 "
38431	28252	" $11,461.36 "
38432	8121	" $3,172.15 "
38433	6992	" $5,875.32 "
38434	27425	" $8,290.66 "
38435	19219	" $8,116.25 "
38436	10332	" $6,144.93 "
38437	23041	" $8,695.03 "
38438	26251	" $9,025.19 "
38439	11311	" $4,808.90 "
38440	6287	" $2,632.04 "
38441	60986	" $19,902.47 "
38442	32592	" $10,616.42 "
38443	8770	" $5,265.40 "
38444	10204	" $3,395.87 "
38445	20811	" $6,406.65 "
38446	28886	" $6,758.38 "
38447	18946	" $4,708.05 "
38448	34342	" $11,847.12 "
38449	4727	" $3,343.55 "
38450	44994	" $12,633.49 "
38451	34711	" $12,626.07 "
38452	8333	" $2,944.48 "
38453	12507	" $5,269.08 "
38454	7245	" $3,793.52 "
38455	44860	" $7,117.60 "
38456	49253	" $14,552.30 "
38457	3196	" $2,823.24 "
38458	16951	" $5,434.46 "
38459	35640	" $11,338.83 "
38460	14458	" $6,681.97 "
38461	7595	" $4,440.01 "
38462	18775	" $7,322.60 "
38463	6456	" $2,851.94 "
38464	4651	" $4,335.18 "
38465	12348	" $2,242.93 "
38466	38638	" $10,655.24 "
38467	16139	" $8,335.39 "
38468	4664	" $3,338.95 "
38469	9917	" $4,666.16 "
38470	20160	" $7,458.35 "
38471	36662	" $12,675.87 "
38472	5778	" $3,717.08 "
38473	12570	" $8,500.80 "
38474	27332	" $7,434.72 "
38475	13848	" $4,875.82 "
38476	3945	" $5,258.02 "
38477	4586	" $4,539.13 "
38478	16106	" $4,693.30 "
38479	5890	" $2,762.91 "
38480	10480	" $5,461.21 "
38481	25967	" $6,669.08 "
38482	5547	" $2,057.49 "
38483	3332	" $3,319.04 "
38484	14459	" $3,267.48 "
38485	10510	" $2,039.22 "
38486	150290	" $40,258.75 "
38487	8558	" $1,171.63 "
38488	29742	" $11,635.32 "
38489	37460	" $10,341.17 "
38490	16355	" $5,159.00 "
38491	12257	" $4,475.28 "
38492	10102	" $5,626.13 "
38493	11453	" $7,172.66 "
38494	15446	" $5,490.52 "
38495	8305	 $150.75 
38496	55200	" $17,120.97 "
38497	18600	" $6,794.12 "
38498	4235	" $4,057.83 "
38499	9521	" $4,529.70 "
38500	7781	" $5,917.76 "
38501	2531	" $3,765.11 "
38502	14401	" $3,950.51 "
38503	34071	" $10,021.20 "
38504	13929	" $4,103.55 "
38505	6538	" $2,005.41 "
38506	3078	" $3,514.02 "
38507	22012	" $5,417.43 "
38508	3891	" $2,247.80 "
38509	8309	" $3,424.80 "
38510	6427	" $3,894.12 "
38511	3755	" $3,324.15 "
38512	5403	" $2,997.70 "
38513	7715	" $3,730.13 "
38514	19403	" $7,583.06 "
38515	31694	" $11,602.99 "
38516	7573	" $2,597.20 "
38517	24775	" $9,286.27 "
38518	9152	" $4,564.25 "
38519	18624	" $4,849.86 "
38520	28346	" $11,035.85 "
38521	14193	" $3,629.06 "
38522	7237	" $3,880.75 "
38523	11115	" $4,572.80 "
38524	15330	" $5,395.93 "
38525	2706	 $465.79 
38526	6005	" $2,679.37 "
38527	23452	" $6,213.76 "
38528	18075	" $7,271.73 "
38529	23974	" $8,643.80 "
38530	5147	" $7,359.47 "
38531	7589	" $4,806.90 "
38532	11584	" $7,797.07 "
38533	6625	" $4,243.32 "
38534	4374	" $2,817.20 "
38535	2865	" $2,613.89 "
38536	5162	" $4,233.56 "
38537	7468	" $3,642.94 "
38538	41393	" $14,718.70 "
38539	45718	" $12,700.90 "
38540	26443	" $7,290.44 "
38541	12933	" $2,534.71 "
38542	6336	" $2,880.81 "
38543	12225	" $4,024.11 "
38544	25627	" $8,378.85 "
38545	40768	" $11,184.79 "
38546	8580	" $3,191.27 "
38547	11751	" $7,384.42 "
38548	12786	" $4,938.08 "
38549	11199	" $4,072.42 "
38550	7485	" $3,835.08 "
38551	28991	" $10,331.48 "
38552	49696	" $13,533.43 "
38553	15198	" $3,677.92 "
38554	35258	" $11,204.02 "
38555	19304	" $5,950.92 "
38556	15195	" $4,921.30 "
38557	11970	" $4,608.14 "
38558	10410	" $4,918.05 "
38559	27655	" $7,972.51 "
38560	13291	" $5,840.84 "
38561	30291	" $8,444.98 "
38562	4487	" $3,858.71 "
38563	20034	" $7,419.14 "
38564	14773	" $9,185.52 "
38565	55384	" $14,749.31 "
38566	5873	" $3,407.01 "
38567	17767	" $7,886.49 "
38568	5093	" $4,882.94 "
38569	12537	" $5,293.96 "
38570	11483	" $1,490.87 "
38571	13156	" $7,406.28 "
38572	18007	" $9,666.82 "
38573	21462	" $7,641.09 "
38574	5143	" $1,535.74 "
38575	5313	" $2,661.29 "
38576	47697	" $13,951.29 "
38577	10070	" $5,363.17 "
38578	17991	" $4,853.60 "
38579	12561	" $5,852.41 "
38580	23909	" $7,057.82 "
38581	22631	" $5,825.05 "
38582	12471	" $4,394.46 "
38583	12019	" $5,496.10 "
38584	5444	" $3,469.35 "
38585	5727	" $1,245.09 "
38586	8777	" $3,638.06 "
38587	10143	" $2,607.31 "
38588	13204	" $6,304.60 "
38589	14415	" $5,147.46 "
38590	42289	" $12,299.20 "
38591	9414	" $6,079.91 "
38592	3902	" $2,810.72 "
38593	25367	" $9,999.75 "
38594	28863	" $12,104.33 "
38595	12303	" $5,212.94 "
38596	14708	" $4,670.44 "
38597	12115	" $5,757.24 "
38598	9364	" $6,199.48 "
38599	6200	" $2,112.33 "
38600	4667	" $3,682.49 "
38601	24944	" $8,900.29 "
38602	19965	" $6,505.17 "
38603	16993	" $9,197.75 "
38604	9968	" $4,628.74 "
38605	5820	" $5,176.64 "
38606	17152	" $7,492.83 "
38607	17176	" $4,309.47 "
38608	5233	" $4,894.10 "
38609	39265	" $12,216.93 "
38610	13982	" $6,477.44 "
38611	5399	" $2,671.17 "
38612	21880	" $5,466.37 "
38613	64812	" $22,782.74 "
38614	8669	" $3,952.27 "
38615	18690	" $9,837.84 "
38616	14527	" $6,714.05 "
38617	42697	" $10,533.61 "
38618	5833	" $2,394.21 "
38619	47582	" $13,829.29 "
38620	67174	" $20,760.13 "
38621	33538	" $9,351.11 "
38622	1930	" $1,548.95 "
38623	14499	" $6,889.81 "
38624	13542	" $4,014.28 "
38625	13620	" $6,437.68 "
38626	2950	" $2,185.08 "
38627	7750	" $1,765.86 "
38628	9159	" $4,168.00 "
38629	20665	" $4,776.07 "
38630	11777	" $4,290.17 "
38631	100685	" $26,742.23 "
38632	36823	" $9,637.76 "
38633	13373	" $3,494.53 "
38634	22475	" $7,131.79 "
38635	16262	" $4,717.02 "
38636	11811	" $2,644.59 "
38637	10796	" $4,676.19 "
38638	17921	" $7,193.70 "
38639	19813	" $6,395.65 "
38640	16283	" $4,504.03 "
38641	9372	" $5,809.51 "
38642	12868	" $4,832.98 "
38643	5463	" $4,456.23 "
38644	18494	" $5,563.58 "
38645	8820	" $4,562.41 "
38646	11879	" $5,932.12 "
38647	9763	" $2,414.86 "
38648	14844	" $6,376.58 "
38649	9274	" $5,847.29 "
38650	41530	" $10,100.60 "
38651	36343	" $13,492.48 "
38652	24937	" $7,478.22 "
38653	10511	" $3,378.97 "
38654	6235	" $1,463.78 "
38655	10240	" $6,251.56 "
38656	7151	" $5,478.53 "
38657	40561	" $11,999.39 "
38658	11727	" $3,308.17 "
38659	17699	" $7,696.25 "
38660	13729	" $4,768.65 "
38661	11605	" $5,121.90 "
38662	24683	" $9,291.31 "
38663	4442	" $1,519.41 "
38664	8801	" $3,942.14 "
38665	12835	" $6,615.39 "
38666	19328	" $6,483.90 "
38667	15716	" $4,285.10 "
38668	11694	" $6,689.17 "
38669	3686	" $1,279.62 "
38670	17904	" $7,213.91 "
38671	6049	" $2,932.05 "
38672	18641	" $8,328.27 "
38673	12113	" $4,555.19 "
38674	9156	" $3,999.72 "
38675	26311	" $6,788.68 "
38676	4036	-$104.70 
38677	10720	" $5,525.02 "
38678	8558	" $4,286.38 "
38679	8192	" $5,497.93 "
38680	22104	" $6,052.57 "
38681	10053	" $4,841.05 "
38682	121338	" $31,764.97 "
38683	48794	" $12,601.29 "
38684	6772	" $4,774.23 "
38685	44570	" $12,496.60 "
38686	78996	" $21,516.93 "
38687	6445	" $5,196.45 "
38688	9885	" $3,208.36 "
38689	12497	" $6,755.92 "
38690	11417	" $6,368.65 "
38691	27554	" $8,579.87 "
38692	8747	" $1,731.37 "
38693	12453	" $7,174.82 "
38694	20723	" $8,164.43 "
38695	15361	" $6,418.67 "
38696	7158	" $2,219.70 "
38697	14204	" $7,665.97 "
38698	41120	" $14,280.30 "
38699	32362	" $10,095.29 "
38700	30907	" $10,967.09 "
38701	14343	" $8,423.38 "
38702	24603	" $8,224.94 "
38703	33420	" $10,988.55 "
38704	15254	" $8,785.15 "
38705	40646	" $13,111.33 "
38706	11598	" $5,952.13 "
38707	7709	" $3,316.40 "
38708	13023	" $6,564.84 "
38709	6507	" $4,304.24 "
38710	11750	" $4,825.62 "
38711	51631	" $17,366.71 "
38712	4305	" $3,975.04 "
38713	21455	" $7,232.29 "
38714	9697	" $5,003.96 "
38715	10278	" $3,966.44 "
38716	14920	" $6,854.03 "
38717	8791	" $3,230.50 "
38718	8111	" $6,004.68 "
38719	11033	" $3,107.50 "
38720	4838	" $3,453.89 "
38721	8974	" $1,873.97 "
38722	5544	" $1,805.68 "
38723	12158	" $5,730.42 "
38724	21772	" $6,427.18 "
38725	11695	" $6,554.32 "
38726	12796	" $5,242.63 "
38727	35498	" $11,718.23 "
38728	7971	" $3,038.77 "
38729	32958	" $11,405.97 "
38730	4620	" $5,848.02 "
38731	5714	" $3,222.11 "
38732	5525	" $5,562.91 "
38733	7818	" $2,556.93 "
38734	9404	" $5,508.93 "
38735	8849	" $5,421.69 "
38736	19736	" $5,472.46 "
38737	14356	" $6,390.76 "
38738	6810	" $5,089.84 "
38739	25924	" $9,930.78 "
38740	1695	" $3,193.34 "
